CODICE_UNITA_UG;CODICE_FISCALE;RAGIONE_SOCIALE;DESC_FG;FG;CODICE_REG
28724216;91036160314;GECT GO GRUPPO EUROPEO DI COOPERAZIONE TERRITORIALE TERRITORIO DEI COMUNI COMUNE DI GORIZIA MESTNA OBCINA NOVA GORICA E OBCINA SEMPETER VRTOJBA;Altro ente pubblico non economico locale;2791;06
10737778;91050550408;UNIONE DELLA VALCONCA;Unione di comuni;2450;08
9141128;80005610722;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA MONTE DEI POVERI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;16
92655;00482750189;COMUNE DI SCALDASOLE;Comune;2430;03
7577641;96154600587;IST.REGIONALE STUDI GIURIDICI DEL LAZIO A.C.JEMOLO;Altro ente pubblico non economico locale;2791;12
41500;00224340331;COMUNE DI CADEO;Comune;2430;08
201941;01021630668;UNIVERSITA' DEGLI STUDI DELL'AQUILA;Universita' pubblica;2620;13
126514;00672400231;FONDAZIONE DON MOZZATTI D APRILI;Istituto pubblico di assistenza e beneficenza;2712;05
11134291;84004570630;COMUNE DI SAN PAOLO BEL SITO;Comune;2430;15
58398;00296950090;COMUNE DI SASSELLO;Comune;2430;07
2377221;00410550222;COMUNE DI CALLIANO;Comune;2430;04
11119656;00392750022;COMUNE DI MONGRANDO;Comune;2430;01
724095;83001990189;COMUNE DI VALEGGIO;Comune;2430;03
11117520;00212370092;COMUNE DI QUILIANO;Comune;2430;07
727883;86000870823;COMUNE DI MARINEO;Comune;2430;19
47195;00249580127;COMUNE DI MORNAGO;Comune;2430;03
356624;01684950593;AZIENDA SANITARIA LOCALE LATINA;Azienda o ente del servizio sanitario nazionale;2500;12
11120667;00470400185;COMUNE DI LANGOSCO;Comune;2430;03
699050;80000490625;COMUNE DI SAN LEUCIO DEL SANNIO;Comune;2430;15
11141279;82001570926;COMUNE DI GENURI;Comune;2430;20
31882150;94277540483;AGENZIA REGIONALE TOSCANA PER L'IMPIEGO - ARTI;Agenzie regionali per il lavoro;2758;09
11117269;00192220051;COMUNE DI BUBBIO;Comune;2430;01
25616975;03519500619;AZIENDA SANITARIA LOCALE CASERTA;Azienda o ente del servizio sanitario nazionale;2500;15
732493;90007020127;CONSORZIO PARCO ALTO MILANESE;Consorzio di diritto pubblico;2740;03
27178;00168430718;ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA PUGLIA E DELLA BASILICATA;Azienda o ente del servizio sanitario nazionale;2500;16
707890;80012510220;MUSEO DELLE SCIENZE DI TRENTO;Istituto o ente pubblico di ricerca;2711;04
60292;00304940604;COMUNE DI COLLEPARDO;Comune;2430;12
764158;14649011005;COMITATO ITALIANO PARALIMPICO;Altro ente pubblico non economico nazionale;2790;12
169688;00875940173;COMUNE DI ALFIANELLO;Comune;2430;03
11137701;80010970210;COMUNE DI SALORNO SULLA STRADA DEL VINO/SALURN AN DER WEINSTRAßE;Comune;2430;04
80746;00419760343;COMUNE DI SOLIGNANO;Comune;2430;08
11143054;84003330630;COMUNE DI NOLA;Comune;2430;15
124396;00659900237;COMUNE DI CASALEONE;Comune;2430;05
11143042;84003090010;COMUNE DI BROSSO;Comune;2430;01
11130803;01814490015;COMUNE DI QUAGLIUZZO;Comune;2430;01
11154141;95021750138;COMUNITA' MONTANA LARIO INTELVESE;Comunita' montana o isolana;2440;03
11140040;81001230614;COMUNE DI TRENTOLA DUCENTA;Comune;2430;15
11140141;81001650076;COMUNE DI PONTBOSET;Comune;2430;02
29845880;01607550082;UNIONE DEI COMUNI DELLA ALTA VALLE ARROSCIA;Unione di comuni;2450;07
11137145;80007890660;COMUNE DI CALASCIO;Comune;2430;13
11141156;82000950616;COMUNE DI SAN POTITO SANNITICO;Comune;2430;15
33401300;91100840932;COMUNITA' DI MONTAGNA DELLE PREALPI FRIULANE ORIENTALI;Comunita' montana o isolana;2440;06
22295142;91252510374;INTERCENTER-ER AGENZIA REGIONALE SVILUPPO MERCATI TELEMATICI;Altro ente pubblico non economico locale;2791;08
25616999;91311930373;UNIONE DEI COMUNI VALLI DEL RENO LAVINO E SAMOGGIA;Unione di comuni;2450;08
10701365;92002450143;COMUNITA' MONTANA ALTA VALTELLINA;Comunita' montana o isolana;2440;03
20195288;92014070756;UNIONE DEI COMUNI TERRE DI MEZZO;Unione di comuni;2450;16
20987990;92014110842;UNIONE DEI COMUNI ALTO VERDURA E GEBBIA;Unione di comuni;2450;19
747268;92017230928;COMUNE DI CASTIADAS;Comune;2430;20
26279368;92017440030;UNIONE MONTANA ALTA OSSOLA;Unione di comuni;2450;01
75819;00390090785;COMUNE DI BONIFATI;Comune;2430;18
360468;01700790015;COMUNE DI PAVONE CANAVESE;Comune;2430;01
11146330;91000680149;COMUNITA' MONTANA VALTELLINA DI MORBEGNO;Comunita' montana o isolana;2440;03
11116337;00117980623;COMUNE DI CUSANO MUTRI;Comune;2430;15
720171;82000470763;COMUNE DI NOEPOLI;Comune;2430;17
11142570;83003990062;COMUNE DI ALBERA LIGURE;Comune;2430;01
11118588;00297830796;COMUNE DI MARCELLINARA;Comune;2430;18
10697475;00855400172;COMUNE DI LONGHENA;Comune;2430;03
27401;00169080439;COMUNE DI ESANATOGLIA;Comune;2430;11
29824663;95122480247;IPAB PER I MINORI DI VICENZA;Istituto pubblico di assistenza e beneficenza;2712;05
11131034;01868520014;COMUNE DI CANISCHIO;Comune;2430;01
85097;00443150065;COMUNE DI MOLINO DEI TORTI;Comune;2430;01
34315;00195850664;COMUNE DI BARISCIANO;Comune;2430;13
83420;00434590139;COMUNE DI LIMIDO COMASCO;Comune;2430;03
706962;80010680132;COMUNE DI RODERO;Comune;2430;03
707151;80011020759;COMUNE DI CAVALLINO;Comune;2430;16
706602;80010090282;COMUNE DI SAONARA;Comune;2430;05
104090;00547770164;COMUNE DI TAVERNOLA BERGAMASCA;Comune;2430;03
85336;00444370837;COMUNE DI FALCONE;Comune;2430;19
93028;00484670187;COMUNE DI VELLEZZO BELLINI;Comune;2430;03
24223205;91010010204;AZIENDA SPECIALE CONSORTILE OGLIO PO;Consorzio di diritto pubblico;2740;03
738766;91006800022;ENTE DI GESTIONE DELLE AREE PROTETTE DELLA VALLE SESIA;Ente parco;2751;01
9751;00096090550;COMUNE DI MONTECASTRILLI;Comune;2430;10
11127691;01299070019;COMUNE DI PIANEZZA;Comune;2430;01
31675965;91051590676;UNIONE DEI COMUNI DELLE TERRE DEL SOLE;Unione di comuni;2450;13
11135942;00281270801;COMUNE DI MELITO DI PORTO SALVO;Comune;2430;18
29879396;03553370044;UNIONE MONTANA VALLE VARAITA;Unione di comuni;2450;01
47378;00250320843;COMUNE DI JOPPOLO GIANCAXIO;Comune;2430;19
11119412;00370360307;COMUNE DI BUJA;Comune;2430;06
93260;00485840185;COMUNE DI LOMELLO;Comune;2430;03
24073864;03108560925;AZIENDA OSPEDALIERA UNIVERSITARIA DI CAGLIARI;Azienda o ente del servizio sanitario nazionale;2500;20
10726276;02539930046;CONSORZIO MONVISO SOLIDALE;Consorzio di diritto pubblico;2740;01
718103;81002910396;COMUNE DI CASOLA VALSENIO;Comune;2430;08
14390;00116340142;COMUNE DI COSIO VALTELLINO;Comune;2430;03
30496199;04083130163;AGENZIA DEL TRASPORTO PUBBLICO LOCALE DEL BACINO DI BERGAMO;Altro ente pubblico non economico locale;2791;03
709352;80016380323;COMUNE DI MONRUPINO / REPENTABOR;Comune;2430;06
723971;83001690235;COMUNE DI VESTENANOVA;Comune;2430;05
11117327;00197020902;COMUNE DI BOTTIDDA;Comune;2430;20
10734234;07233850010;CONSORZIO INTERCOMUNALE DEI SERVIZI SOCIO ASSISTENZIALI - C.I.S. DI CIRIE';Consorzio di diritto pubblico;2740;01
11116083;00077720951;COMUNE DI AIDOMAGGIORE;Comune;2430;20
545881;03399650104;AZIENDA SOCIOSANITARIA LIGURE 3;Azienda o ente del servizio sanitario nazionale;2500;07
26767720;92024900422;ASP AMBITO 9;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;11
40074;00218950640;COMUNE DI CALITRI;Comune;2430;15
9184320;92038990344;AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO;Altro ente pubblico non economico locale;2791;08
25617030;92058600138;COMUNITA' MONTANA LARIO ORIENTALE - VALLE SAN MARTINO;Comunita' montana o isolana;2440;03
33194232;92087130602;ASP FROSINONE;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;12
19732668;92145800287;CONSIGLIO DI BACINO BRENTA;Consorzio di diritto pubblico;2740;05
136535;00727670168;COMUNE DI STROZZA;Comune;2430;03
11141521;82002930285;COMUNE DI BATTAGLIA TERME;Comune;2430;05
33972727;02084620430;CONSORZIO POLIZIA LOCALE MONTI AZZURRI;Consorzio di diritto pubblico;2740;11
49736;00260520127;COMUNE DI DAVERIO;Comune;2430;03
76330;00392890125;COMUNE DI LONATE POZZOLO;Comune;2430;03
82113;00427620364;UNIVERSITA' DEGLI STUDI DI MODENA E REGGIO EMILIA;Universita' pubblica;2620;08
11119865;00413940305;COMUNE DI OVARO;Comune;2430;06
11120329;00450140066;COMUNE DI MOMBELLO MONFERRATO;Comune;2430;01
11121121;00510710049;COMUNE DI CLAVESANA;Comune;2430;01
731551;90004590221;ENTE PARCO PANEVEGGIO PALE DI SAN MARTINO;Ente parco;2751;04
718699;81004430799;COMUNE DI VERZINO;Comune;2430;18
720713;82001370228;CASA DI RIPOSO GIOVANELLI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
724178;83002210264;COMUNE DI CASTELCUCCO;Comune;2430;05
11137256;80008530729;COMUNE DI BINETTO;Comune;2430;16
11138569;80019700634;COMUNE DI CERCOLA;Comune;2430;15
11140488;81003590924;COMUNE DI NUXIS;Comune;2430;20
11301368;00285510673;COMUNE DI ALBA ADRIATICA;Comune;2430;13
699217;80000750317;CONSORZIO ISONTINO SERVIZI INTEGRATI;Consorzio di diritto pubblico;2740;06
11143885;86501270010;COMUNE DI BARDONECCHIA;Comune;2430;01
47835;00252280128;COMUNE DI CASTELLANZA;Comune;2430;03
11320121;01119200481;'OPERA PIA LEOPOLDO E GIOVANNI VANNI' AZIENDA PUBBLICA DI SE;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;09
717525;81001810449;COMUNE DI MONTAPPONE;Comune;2430;11
120942;00641410170;COMUNE DI PIAN CAMUNO;Comune;2430;03
135399;00721850139;COMUNE DI CESANA BRIANZA;Comune;2430;03
702993;80005260056;COMUNE DI COCCONATO;Comune;2430;01
12533577;80003250711;COMUNE DI CASTELLUCCIO DEI SAURI;Comune;2430;16
714745;80101630152;COMUNE DI LOCATE DI TRIULZI;Comune;2430;03
727861;86000680586;IX COMUNITA' MONTANA DEL LAZIO DEI MONTI SABINI TIBURTINI CORNICOLANI PRENESTINI;Comunita' montana o isolana;2440;12
544456;03365620156;COMUNE DI BERNATE TICINO;Comune;2430;03
45248;00240880161;COMUNE DI LEVATE;Comune;2430;03
728520;87001710836;CONSORZIO RETE FOGNANTE;Consorzio di diritto pubblico;2740;19
11135644;80001270687;COMUNE DI MONTEBELLO DI BERTONA;Comune;2430;13
12516175;83000890166;COMUNE DI FARA OLIVANA CON SOLA;Comune;2430;03
800000055;83000290714;COMUNE DI MANFREDONIA;Comune;2430;16
11143079;84003850017;COMUNE DI VIALFRE';Comune;2430;01
11119452;00374120020;COMUNE DI MOTTALCIATA;Comune;2430;01
102085;00533320826;COMUNE DI MONTELEPRE;Comune;2430;19
106286;00562130161;COMUNE DI CENATE SOPRA;Comune;2430;03
30452195;02781180340;COMUNE DI POLESINE ZIBELLO;Comune;2430;08
20922337;01479560706;AGENZIA REGIONALE PER LA PROTEZIONE AMBIENTALE - ARPA MOLISE;Ente ambientale regionale;2755;14
33624248;92312070284;CONSIGLIO DI BACINO PADOVA CENTRO;Altro ente pubblico non economico locale;2791;05
11151059;93002110919;COMUNE DI ORGOSOLO;Comune;2430;20
7565469;93002140130;RISERVA NATURALE PIAN DI SPAGNA E LAGO DI MEZZOLA;Ente parco;2751;03
750430;93002750698;UNIVERSITA' DEGLI STUDI G. D'ANNUNZIO DI CHIETI;Universita' pubblica;2620;13
750941;93004390246;COMUNE DI FARA VICENTINO;Comune;2430;05
15774832;93012120205;CONSORZIO OLTREPO MANTOVANO;Consorzio di diritto pubblico;2740;03
25250943;93014780584;CONSORZIO PER IL TRASPORTO PUBBLICO LOCALE;Consorzio di diritto pubblico;2740;12
10738471;93019650667;ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA;Ente parco;2751;13
24760059;93033300919;UNIONE DEI COMUNI VALLE DEL CEDRINO;Unione di comuni;2450;20
31923148;93039560292;CONSIGLIO DI BACINO ROVIGO;Altro ente pubblico non economico locale;2791;05
9189568;94147260635;ENTE PARCO NAZIONALE DEL VESUVIO;Ente parco;2751;15
18340050;00735200958;CONSORZIO DI GESTIONE DEL PARCO NATURALE REGIONALE DEL MONTE ARCI;Consorzio di diritto pubblico;2740;20
709920;80017920127;CONSORZIO DEI COMUNI DEL BACINO IMBRIFERO MONTANO DEL TICINO-VA;Consorzio di diritto pubblico;2740;03
12503853;80000610024;CASA DI RIPOSO DI VERCELLI;Istituto pubblico di assistenza e beneficenza;2712;01
9196804;96289850586;PARCO REGIONALE DELL'APPIA ANTICA;Ente parco;2751;12
753862;93027340426;ENTE PARCO REGIONALE DEL CONERO;Ente parco;2751;11
706294;80009670284;COMUNE DI PIAZZOLA SUL BRENTA;Comune;2430;05
29180895;03545770368;UNIONE DEI COMUNI DEL FRIGNANO;Unione di comuni;2450;08
3239;00055460943;COMUNE DI PESCHE;Comune;2430;14
11121656;00559860630;COMUNE DI AGEROLA;Comune;2430;15
720477;82000950160;COMUNE DI BONATE SOPRA;Comune;2430;03
703677;80006030789;COMUNE DI SANTA CATERINA ALBANESE;Comune;2430;18
11116330;00117340539;COMUNE DI CINIGIANO;Comune;2430;09
106788;00565360138;COMUNE DI CREMENO;Comune;2430;03
717349;81001510551;COMUNE DI ORVIETO;Comune;2430;10
717359;81001530310;COMUNE DI SAN CANZIAN D'ISONZO;Comune;2430;06
11140115;81001550078;COMUNE DI CHAMPORCHER;Comune;2430;02
11140128;81001590926;COMUNE DI TRATALIAS;Comune;2430;20
717489;81001750603;COMUNE DI ROCCASECCA;Comune;2430;12
717531;81001830181;COMUNE DI BADIA PAVESE;Comune;2430;03
11140176;81001830926;COMUNE DI BUGGERRU;Comune;2430;20
11140181;81001870617;COMUNE DI TEVEROLA;Comune;2430;15
11140189;81001910926;COMUNE DI SANT'ANNA ARRESI;Comune;2430;20
11140241;81002150605;COMUNE DI ACQUAFONDATA;Comune;2430;12
11140245;81002170603;COMUNE DI VITICUSO;Comune;2430;12
717784;81002270171;COMUNE DI MALEGNO;Comune;2430;03
11140283;81002370641;COMUNE DI FRIGENTO;Comune;2430;15
717869;81002430221;COMUNE DI OSPEDALETTO;Comune;2430;04
717942;81002560696;COMUNE DI QUADRI;Comune;2430;13
11140332;81002590073;COMUNE DI TORGNON;Comune;2430;02
11140338;81002610079;COMUNE DI CHAMOIS;Comune;2430;02
11140379;81002770600;COMUNE DI SANT'AMBROGIO SUL GARIGLIANO;Comune;2430;12
11118872;00318930047;COMUNE DI PIOBESI D'ALBA;Comune;2430;01
63390;00319390795;COMUNE DI CUTRO;Comune;2430;18
63851;00321940165;COMUNE DI BOTTANUCO;Comune;2430;03
64088;00323090191;COMUNE DI IZANO;Comune;2430;03
64150;00323360792;COMUNE DI GEROCARNE;Comune;2430;18
11118919;00323930198;COMUNE DI CORTE DE' FRATI;Comune;2430;03
64318;00324130194;COMUNE DI VESCOVATO;Comune;2430;03
64538;00325440162;COMUNE DI CAPRIATE SAN GERVASIO;Comune;2430;03
64629;00325950020;COMUNE DI SANTHIA';Comune;2430;01
64780;00326650793;COMUNE DI DASA';Comune;2430;18
65329;00330180167;COMUNE DI VILLA D'OGNA;Comune;2430;03
11118986;00330720046;COMUNE DI CAVALLERMAGGIORE;Comune;2430;01
65564;00331540096;A.S.P. CASA DI RIPOSO A. SUAREZ;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;07
65687;00332440098;COMUNE DI PIETRA LIGURE;Comune;2430;07
10713239;00335280467;COMUNE DI VILLA COLLEMANDINA;Comune;2430;09
66163;00335290029;COMUNE DI ANDORNO MICCA;Comune;2430;01
66310;00336100094;COMUNE DI GIUSTENICE;Comune;2430;07
66862;00339370272;COMUNE DI VENEZIA;Comune;2430;05
543323;03340310154;COMUNE DI LESMO;Comune;2430;03
543903;03353020153;COMUNE DI COLOGNO MONZESE;Comune;2430;03
24930285;03439100243;UNIONE DEI COMUNI DEL BASSO VICENTINO;Unione di comuni;2450;05
30452257;03500441203;COMUNE DI ALTO RENO TERME;Comune;2430;08
30452229;03510190121;AZIENDA SOCIO SANITARIA TERRITORIALE DELLA VALLE OLONA;Azienda o ente del servizio sanitario nazionale;2500;03
550681;03519480150;COMUNE DI SENAGO;Comune;2430;03
31046833;03534230549;UNIONE DEI COMUNI DEL TRASIMENO;Unione di comuni;2450;10
554111;03593960150;COMUNE DI CAVENAGO D'ADDA;Comune;2430;03
569289;03944451008;COMUNE DI SAN CESAREO;Comune;2430;12
24073810;04008300750;AZIENDA SANITARIA LOCALE DI LECCE;Azienda o ente del servizio sanitario nazionale;2500;16
11134474;04223300015;COMUNE DI EXILLES;Comune;2430;01
29821242;04249800279;UNIONE DEI COMUNI DEL MIRANESE;Unione di comuni;2450;05
591048;04400441004;UNIVERSITA' DEGLI STUDI ROMA TRE;Universita' pubblica;2620;12
16753848;04763550722;CONSORZIO INTERUNIVESITARIO REGIONALE PUGLIESE - CIRP;Consorzio di diritto pubblico;2740;16
10700464;04846410720;AZIENDA OSPEDALIERA UNIVERSITARIA CONSORZIALE POLICLINICO DI BARI;Azienda o ente del servizio sanitario nazionale;2500;16
31882171;05715760657;CONSORZIO SOCIALE VALLO DI DIANO TANAGRO ALBURNI -AMBITO S10;Altro ente pubblico non economico locale;2791;15
18368543;05865511009;AZIENDA OSPEDALIERO-UNIVERSITARIA POLICLINICO UMBERTO I;Azienda o ente del servizio sanitario nazionale;2500;12
64264;00323920223;COMUNE DI FOLGARIA;Comune;2430;04
11135518;80000540627;COMUNE DI SANT'ANGELO A CUPOLO;Comune;2430;15
699110;80000590085;COMUNE DI COSTARAINERA;Comune;2430;07
11135555;80000790628;COMUNE DI SAN MARTINO SANNITA;Comune;2430;15
7504397;80000830887;ASSAP OO.PP RIUNITE E. CRISCIONE LUPIS-C. BOSCARINO-C. MOLTI;Istituto pubblico di assistenza e beneficenza;2712;19
16437921;80000980625;COMUNE DI MONTESARCHIO;Comune;2430;15
699394;80001000860;COMUNE DI CALASCIBETTA;Comune;2430;19
699417;80001030446;COMUNE DI AMANDOLA;Comune;2430;11
11135609;80001090952;COMUNE DI MARRUBIU;Comune;2430;20
699657;80001370784;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI COSENZA;Camera di commercio;2720;18
11135666;80001390030;COMUNE DI SIZZANO;Comune;2430;01
699738;80001490871;COMUNE DI ADRANO;Comune;2430;19
699830;80001610759;ISTITUTO IMMACOLATA A.S.P.;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;16
11135716;80001650441;COMUNE DI PALMIANO;Comune;2430;11
11135725;80001730938;COMUNE DI AZZANO DECIMO;Comune;2430;06
718192;81003110756;COMUNE DI CASTRIGNANO DEL CAPO;Comune;2430;16
15220658;81003150026;COMUNE DI PETTINENGO;Comune;2430;01
11140438;81003190923;COMUNE DI SANTADI;Comune;2430;20
718303;81003390754;COMUNE DI MELISSANO;Comune;2430;16
718317;81003430592;COMUNE DI MINTURNO;Comune;2430;12
718334;81003470754;COMUNE DI UGENTO;Comune;2430;16
800000089;81003650447;COMUNE DI PORTO SANT'ELPIDIO;Comune;2430;11
11140502;81003670759;COMUNE DI CASTRO;Comune;2430;16
11820078;81003690211;COMUNE DI DOBBIACO;Comune;2430;04
718747;81004580296;COMUNE DI ROSOLINA;Comune;2430;05
12530567;81004890596;COMUNE DI PONZA;Comune;2430;12
719361;81007850217;COMUNE DI CORVARA IN BADIA;Comune;2430;04
719676;81017650938;COMUNE DI VITO D'ASIO;Comune;2430;06
11140908;81019360023;COMUNE DI CERRIONE;Comune;2430;01
719919;82000090751;COMUNE DI GALLIPOLI;Comune;2430;16
11140982;82000150050;COMUNE DI MONTEGROSSO D'ASTI;Comune;2430;01
719951;82000150829;COMUNE DI COLLESANO;Comune;2430;19
11140986;82000170926;COMUNE DI SARDARA;Comune;2430;20
11119075;00340240225;COMUNE DI RUFFRE  - MENDOLA;Comune;2430;04
67275;00341780120;COMUNE DI LOZZA;Comune;2430;03
67355;00342150794;COMUNE DI SAN SOSTENE;Comune;2430;18
67382;00342270212;COMUNE DI VALLE AURINA;Comune;2430;04
11119152;00346830789;COMUNE DI BELVEDERE MARITTIMO;Comune;2430;18
68633;00349150300;COMUNE DI SAN GIORGIO DI NOGARO;Comune;2430;06
12502020;00349960393;COMUNE DI SANT'AGATA SUL SANTERNO;Comune;2430;08
68844;00350520177;COMUNE DI CONCESIO;Comune;2430;03
69073;00351780549;COMUNE DI SANT'ANATOLIA DI NARCO;Comune;2430;10
69190;00352410419;COMUNE DI TAVOLETO;Comune;2430;11
11119305;00358210441;COMUNE DI RAPAGNANO;Comune;2430;11
70311;00358520229;A P S P MARGHERITA GRAZIOLI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
12502028;00358720225;A.P.S.P. S.SPIRITO - FONDAZIONE MONTEL;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
70625;00360350235;COMUNE DI SAN GIOVANNI LUPATOTO;Comune;2430;05
11119323;00360440416;COMUNE DI SANT'IPPOLITO;Comune;2430;11
70887;00361760176;COMUNE DI CEDEGOLO;Comune;2430;03
71392;00364800789;COMUNE DI PALUDI;Comune;2430;18
72211;00369990783;COMUNE DI LAPPANO;Comune;2430;18
18920007;06019571006;AZIENDA OSPEDALIERO-UNIVERSITARIA S. ANDREA;Azienda o ente del servizio sanitario nazionale;2500;12
29180897;06403950485;COMUNE DI SCARPERIA E SAN PIERO;Comune;2430;09
31046813;06530500823;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI PALERMO ED ENNA;Camera di commercio;2720;19
7449732;07176380017;AGENZIA REGIONALE PER LA PROTEZIONE DELL'AMBIENTE DEL PIEMONTE - ARPA PIEMONTE;Ente ambientale regionale;2755;01
10919488;07305160017;CONSORZIO PER I SERVIZI SOCIO ASSISTENZIALI DEL CHIERESE;Consorzio di diritto pubblico;2740;01
30452218;09321970965;AZIENDA SOCIO SANITARIA TERRITORIALE SANTI PAOLO E CARLO;Azienda o ente del servizio sanitario nazionale;2500;03
33085501;11513540960;AGENZIA REGIONALE EMERGENZA URGENZA - LOMBARDIA;Agenzie regionali sanitarie;2757;03
31046794;11632570013;"AZIENDA SANITARIA LOCALE ""CITTA' DI TORINO""";Azienda o ente del servizio sanitario nazionale;2500;01
698808;80000090805;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI REGGIO CALABRIA;Camera di commercio;2720;18
698923;80000270449;COMUNE DI CASTEL DI LAMA;Comune;2430;11
698972;80000350720;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI BARI;Camera di commercio;2720;16
698974;80000350910;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI NUORO;Camera di commercio;2720;20
699062;80000510125;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI VARESE;Camera di commercio;2720;03
699063;80000510265;ISTITUTO 'COSTANTE GRIS'-IPAB;Istituto pubblico di assistenza e beneficenza;2712;05
11135733;80001790940;COMUNE DI MONTERODUNI;Comune;2430;14
11135735;80001800772;COMUNE DI GROTTOLE;Comune;2430;17
700029;80001870312;COMUNE DI ROMANS D'ISONZO;Comune;2430;06
700083;80001930629;COMUNE DI DURAZZANO;Comune;2430;15
11135771;80002050641;COMUNE DI SORBO SERPICO;Comune;2430;15
700248;80002150938;COMUNE DI PORDENONE;Comune;2430;06
700366;80002290700;COMUNITA' MONTANA DEL MATESE 5 ZONA OMOGENEA - BOIANO;Comunita' montana o isolana;2440;14
700392;80002330407;COMUNE DI CIVITELLA DI ROMAGNA;Comune;2430;08
700433;80002370668;AMMINISTRAZIONE PROVINCIALE DELL'AQUILA;Provincia;2420;13
11135875;80002530766;COMUNE DI RUVO DEL MONTE;Comune;2430;17
700657;80002630541;UNIVERSITA' PER STRANIERI DI PERUGIA;Universita' pubblica;2620;10
700686;80002670604;COMUNE DI VEROLI;Comune;2430;12
700822;80002850305;COMUNE DI PREMARIACCO;Comune;2430;06
700853;80002870923;REGIONE AUTONOMA DELLA SARDEGNA;Regione;2410;20
11141013;82000310761;COMUNE DI CERSOSIMO;Comune;2430;17
11141017;82000320612;COMUNE DI ALIFE;Comune;2430;15
11141030;82000370302;COMUNE DI ARTEGNA;Comune;2430;06
720113;82000390292;COMUNE DI BADIA POLESINE;Comune;2430;05
11141078;82000550762;COMUNE DI TEANA;Comune;2430;17
7546615;82000570836;ISTITUTO CANONICO LUIGI CALDERONIO;Istituto pubblico di assistenza e beneficenza;2712;19
720260;82000610152;COMUNE DI ROSATE;Comune;2430;03
11141100;82000660835;COMUNE DI ROCCAVALDINA;Comune;2430;19
11141119;82000750917;COMUNE DI PERDASDEFOGU;Comune;2430;20
11141120;82000770618;COMUNE DI RAVISCANINA;Comune;2430;15
11141124;82000790616;COMUNE DI PIEDIMONTE MATESE;Comune;2430;15
11141130;82000820611;COMUNE DI FONTEGRECA;Comune;2430;15
720414;82000850238;COMUNE DI VILLA BARTOLOMEA;Comune;2430;05
11141146;82000890648;COMUNE DI ROCCA SAN FELICE;Comune;2430;15
11141151;82000930717;COMUNE DI ROSETO VALFORTORE;Comune;2430;16
11141168;82000990711;COMUNE DI SAN MARCO LA CATOLA;Comune;2430;16
720535;82001030632;COMUNE DI SORRENTO;Comune;2430;15
720543;82001050184;COMUNE DI VELEZZO LOMELLINA;Comune;2430;03
11141187;82001130283;COMUNE DI VESCOVANA;Comune;2430;05
11119451;00374110021;COMUNE DI LENTA;Comune;2430;01
73306;00376350781;COMUNE DI MARANO PRINCIPATO;Comune;2430;18
11119484;00377100060;COMUNE DI RIVARONE;Comune;2430;01
11119488;00377420716;COMUNE DI MARGHERITA DI SAVOIA;Comune;2430;16
11119514;00380610022;COMUNE DI SAN GERMANO VERCELLESE;Comune;2430;01
11119537;00383120037;COMUNE DI VAPRIO D'AGOGNA;Comune;2430;01
74661;00384000162;COMUNE DI SERIATE;Comune;2430;03
11119567;00384810024;COMUNE DI NETRO;Comune;2430;01
75542;00388490039;COMUNE DI BAVENO;Comune;2430;01
76292;00392700787;COMUNE DI SPEZZANO DELLA SILA;Comune;2430;18
11119660;00393270715;COMUNE DI SERRACAPRIOLA;Comune;2430;16
11119674;00394920219;COMUNE DI MERANO;Comune;2430;04
11119703;00397680067;COMUNE DI SANT'AGATA FOSSILI;Comune;2430;01
77204;00398190249;COMUNE DI VALLI DEL PASUBIO;Comune;2430;05
11301444;00398720466;COMUNE DI VAGLI SOTTO;Comune;2430;09
8318637;00398730465;COMUNE DI CAREGGINE;Comune;2430;09
77608;00400530176;COMUNE DI PALAZZOLO SULL'OGLIO;Comune;2430;03
11119770;00404550048;COMUNE DI NIELLA BELBO;Comune;2430;01
704266;80006850640;COMUNE DI FORINO;Comune;2430;15
