ANNO;ATECO25;ATECO22;CODICE_FISCALE;CODICE_REG;CODICE_UNITA;RAGIONE_SOCIALE;DESCRIZIONE_FORMA GIURIDICA;FG;FLAG_S13;STATO;
2025;84111;84111;80004370641;15;11136326;COMUNE DI SIRIGNANO;Comuni;2430;1;1;
2025;91420;91040;90030910393;08;27713502;ENTE DI GESTIONE PER I PARCHI E LA BIODIVERSITA' - ROMAGNA;Consorzi e enti gestori di parchi e aree naturali protette;2751;1;1;
2025;84111;84111;80006090213;04;703711;COMUNE DI CALDARO SULLA STRADA DEL VINO;Comuni;2430;1;1;
2025;86100;86101;01948180649;15;408949;AZIENDA OSPEDALIERA DI RILIEVO NAZIONALE E DI ALTA SPECIALITA' S.GIUSEPPE MOSCATI;Aziende ospedaliere pubbliche;2500;1;1;
2025;84111;84111;85000200833;19;727025;COMUNE DI CAPIZZI;Comuni;2430;1;1;
2025;84111;84111;85001010173;03;727147;COMUNE DI VISANO;Comuni;2430;1;1;
2025;90200;90010;93002030547;10;16182887;FONDAZIONE FESTIVAL DEI DUE MONDI;Enti produttori di servizi assistenziali, ricreativi e culturali;1720;1;1;
2025;84111;84111;00269920625;15;12501966;COMUNE DI REINO;Comuni;2430;1;1;
2025;84111;84111;91016670035;01;29377602;UNIONE MONTANA DEI DUE LAGHI;Unioni di comuni;2450;1;1;
2025;84111;84111;00074270620;15;6205;COMUNE DI BENEVENTO;Comuni;2430;1;1;
2025;84111;84111;00680400132;03;128074;COMUNE DI PIGRA;Comuni;2430;1;1;
2025;84111;84111;00641440367;08;120950;COMUNE DI GUIGLIA;Comuni;2430;1;1;
2025;84111;84111;00305000192;03;60308;COMUNE DI PIERANICA;Comuni;2430;1;1;
2025;84111;84111;00261520233;05;49984;COMUNE DI SAN PIETRO IN CARIANO;Comuni;2430;1;1;
2025;84111;84111;00391660784;18;76115;COMUNE DI PANETTIERI;Comuni;2430;1;1;
2025;84111;84111;01230950170;03;250364;COMUNE DI POMPIANO;Comuni;2430;1;1;
2025;84111;84111;00073530958;20;11116056;COMUNE DI SENNARIOLO;Comuni;2430;1;1;
2025;84111;84111;84000970271;05;725708;COMUNE DI QUARTO D'ALTINO;Comuni;2430;1;1;
2025;84111;84111;85003290583;12;727421;COMUNE DI ZAGAROLO;Comuni;2430;1;1;
2025;84111;84111;82003250212;04;721638;COMUNE DI RIFIANO;Comuni;2430;1;1;
2025;84111;84111;80003070028;01;11135978;COMUNE DI FORMIGLIANA;Comuni;2430;1;1;
2025;84111;84111;82001410610;15;11141242;COMUNE DI RUVIANO;Comuni;2430;1;1;
2025;84111;84111;81000770701;14;12534208;COMUNE DI GUARDIALFIERA;Comuni;2430;1;1;
2025;84111;84111;83002730014;01;11142455;COMUNE DI VAUDA CANAVESE;Comuni;2430;1;1;
2025;84111;84111;02401730227;04;30452207;COMUNE DI BONO-PREZZO;Comuni;2430;1;1;
2025;84131;84132;00316400530;09;11118832;ENTE TERRE REGIONALI TOSCANE;Altri enti e istituzioni pubbliche locali;2791;1;1;
2025;84111;84111;82001570926;20;11141279;COMUNE DI GENURI;Comuni;2430;1;1;
2025;84111;84111;11547910015;01;30855965;UNIONE MONTANA VALLE SACRA;Unioni di comuni;2450;1;1;
2025;84111;84111;93053510694;13;29959830;UNIONE DEI COMUNI DELLA VALLATA DEL FORO;Unioni di comuni;2450;1;1;
2025;84111;84111;82001210416;11;720630;COMUNE DI URBANIA;Comuni;2430;1;1;
2025;84111;84111;00297910796;18;11118593;COMUNE DI COTRONEI;Comuni;2430;1;1;
2025;84111;84111;01874730433;11;29827083;UNIONE MONTANA MARCA DI CAMERINO;Unioni di comuni;2450;1;1;
2025;88100;88100;01157030071;02;27225427;FONDAZIONE SISTEMA OLLIGNAN ONLUS;Altri enti e istituzioni pubbliche locali;1720;1;1;
2025;84111;84111;00850830175;03;163241;COMUNE DI COLLIO;Comuni;2430;1;1;
2025;84111;84111;91021680250;05;34680789;COMUNE DI SETTEVILLE;Comuni;2430;1;1;
2025;84139;84139;01201390638;15;242963;CONSORZIO INTERCOMUNALE SERVIZI ISCHIA IN LIQUIDAZIONE;Consorzi tra amministrazioni locali;2740;1;1;
2025;43220;43220;01639410685;13;20072709;PROVINCIA E AMBIENTE S.R.L.;Altri enti e istituzioni pubbliche locali;1320;1;1;
2025;72101;72110;04378020632;15;3643129;CEINGE BIOTECNOLOGIE AVANZATE FRANCO SALVATORE S.C. A R.L.;Altri enti e istituzioni pubbliche locali;1520;1;1;
2025;84111;84111;90058010662;13;33733525;UNIONE DEI COMUNI MONTANI MONTAGNA MARSICANA;Unioni di comuni;2450;1;1;
2025;88910;88910;02967390127;03;24117129;FONDAZIONE ARTOS;Altri enti e istituzioni pubbliche locali;1720;1;1;
2025;84111;84111;94035580136;03;29827966;COMUNE DI LA VALLETTA BRIANZA;Comuni;2430;1;1;
2025;84111;84111;00174260893;19;28744;COMUNE DI PACHINO;Comuni;2430;1;1;
2025;84111;84111;00094420668;13;9539;COMUNE DI LUCOLI;Comuni;2430;1;1;
2025;84111;84111;00108830571;12;12446;COMUNE DI POGGIO BUSTONE;Comuni;2430;1;1;
2025;84111;84111;00534820048;01;102301;COMUNE DI BELLINO;Comuni;2430;1;1;
2025;84111;84111;80001140625;15;12533544;COMUNE DI FORCHIA;Comuni;2430;1;1;
2025;84111;84111;83001570163;03;723912;COMUNE DI PALOSCO;Comuni;2430;1;1;
2025;84111;84111;83000550695;13;11142100;COMUNE DI TORREBRUNA;Comuni;2430;1;1;
2025;84111;84111;80000970774;17;699374;AMMINISTRAZIONE  PROVINCIALE   DI  MATERA;Province e Città Metropolitane;2420;1;1;
2025;84111;84111;00148360662;13;11116652;COMUNE DI BARETE;Comuni;2430;1;1;
2025;84111;84111;83001410634;15;723852;COMUNE DI SERRARA FONTANA;Comuni;2430;1;1;
2025;84111;84111;00249010596;12;47057;COMUNE DI MAENZA;Comuni;2430;1;1;
2025;84111;84111;02424680037;01;29861996;UNIONE DEI COMUNI VALLE DELL'AGOGNA;Unioni di comuni;2450;1;1;
2025;84111;84111;92014110842;19;20987990;UNIONE DEI COMUNI ALTO VERDURA E GEBBIA;Unioni di comuni;2450;1;1;
2025;85592;85592;97701980589;12;28727676;SCUOLA SUPERIORE DELLA MAGISTRATURA;Enti produttori di servizi economici;2790;1;1;
2025;84111;84111;00326650793;18;64780;COMUNE DI DASA';Comuni;2430;1;1;
2025;84111;84111;07977081004;12;21617374;UNIONE DEI COMUNI VALLE DEL GIOVENZANO;Unioni di comuni;2450;1;1;
2025;84111;84111;00624600136;03;117668;COMUNE DI DOLZAGO;Comuni;2430;1;1;
2025;84111;84111;92008210095;07;12534880;COMUNE DI GIUSVALLA;Comuni;2430;1;1;
2025;84111;84111;80002990051;01;11135959;COMUNE DI ARAMENGO;Comuni;2430;1;1;
2025;84111;84111;00432110211;04;82957;COMUNE DI GLORENZA;Comuni;2430;1;1;
2025;84111;84111;00291650224;04;57145;COMUNE DI TORCEGNO;Comuni;2430;1;1;
2025;84111;84111;82001450020;01;11141249;COMUNE DI PORTULA;Comuni;2430;1;1;
2025;84111;84111;00071720957;20;11116038;COMUNE DI MILIS;Comuni;2430;1;1;
2025;84230;84230;97075990586;12;16433201;CASSA DELLE AMMENDE;Enti produttori di servizi economici;1810;1;1;
2025;84111;84111;83001270012;01;11142221;COMUNE DI LEMIE;Comuni;2430;1;1;
2025;84111;84111;01271840017;01;11127532;COMUNE DI CHIANOCCO;Comuni;2430;1;1;
2025;84111;84111;00297600793;18;11118581;COMUNE DI ANDALI;Comuni;2430;1;1;
2025;84111;84111;00392120309;06;11119650;COMUNE DI NIMIS;Comuni;2430;1;1;
2025;84111;84111;00511340366;08;11121128;COMUNE DI SESTOLA;Comuni;2430;1;1;
2025;84111;84111;80001690314;06;699886;COMUNE DI FARRA D'ISONZO;Comuni;2430;1;1;
2025;84111;84111;00127040764;17;16898;COMUNE DI POTENZA;Comuni;2430;1;1;
2025;84111;84111;83001470844;19;11142254;COMUNE DI CALAMONACI;Comuni;2430;1;1;
2025;84111;84111;01240170835;19;252978;COMUNE DI GRANITI;Comuni;2430;1;1;
2025;84111;84111;81004010211;04;718550;COMUNE DI TERENTO;Comuni;2430;1;1;
2025;84111;84111;00266020098;07;51011;COMUNE DI PALLARE;Comuni;2430;1;1;
2025;84111;84111;83000610184;03;723448;COMUNE DI CERETTO LOMELLINA;Comuni;2430;1;1;
2025;84111;84111;00384600060;01;74781;COMUNE DI TORTONA;Comuni;2430;1;1;
2025;84111;84111;00413580671;13;11119862;COMUNE DI TORANO NUOVO;Comuni;2430;1;1;
2025;84111;84111;04249800279;05;29821242;UNIONE DEI COMUNI DEL MIRANESE;Unioni di comuni;2450;1;1;
2025;84111;84111;00834770158;03;159547;COMUNE DI DESIO;Comuni;2430;1;1;
2025;85690;85600;01740230279;05;368736;E.S.U. AZIENDA REGIONALE PER IL DIRITTO ALLO STUDIO UNIVERSITARIO DI VENEZIA;Agenzie, enti e consorzi per il diritto allo studio universitario;2791;1;1;
2025;72102;72190;09261710017;01;23339938;ISTITUTO NAZIONALE DI RICERCA METROLOGICA-INRIM;Enti e istituzioni di ricerca;2711;1;1;
2025;84111;84111;00307000190;03;60726;COMUNE DI CAMISANO;Comuni;2430;1;1;
2025;84111;84111;00326070166;03;64657;COMUNE DI CASTIONE DELLA PRESOLANA;Comuni;2430;1;1;
2025;84111;84111;00345090237;05;67890;COMUNE DI BARDOLINO;Comuni;2430;1;1;
2025;84111;84111;00355900796;18;69825;COMUNE DI AMARONI;Comuni;2430;1;1;
2025;84111;84111;00248730566;12;46985;COMUNE DI VILLA SAN GIOVANNI IN TUSCIA;Comuni;2430;1;1;
2025;84111;84111;00270570369;08;52134;COMUNE DI MIRANDOLA;Comuni;2430;1;1;
2025;84111;84111;00289820383;08;56698;COMUNE DI VIGARANO MAINARDA;Comuni;2430;1;1;
2025;84111;84111;00297290793;18;58473;COMUNE DI SOVERIA MANNELLI;Comuni;2430;1;1;
2025;84111;84111;00154240691;13;11116718;COMUNE DI RAPINO;Comuni;2430;1;1;
2025;84111;84111;81002430221;04;717869;COMUNE DI OSPEDALETTO;Comuni;2430;1;1;
2025;84111;84111;80007810247;05;705037;COMUNE DI QUINTO VICENTINO;Comuni;2430;1;1;
2025;84111;84111;80008970289;05;705857;COMUNE DI CAMPOSAMPIERO;Comuni;2430;1;1;
2025;84111;84111;80017540826;19;709790;COMUNE DI CACCAMO;Comuni;2430;1;1;
2025;84111;84111;80025650161;03;711513;COMUNE DI URGNANO;Comuni;2430;1;1;
2025;84111;84111;80000230336;08;698898;COMUNE DI FARINI;Comuni;2430;1;1;
2025;84111;84111;80001770694;13;699953;COMUNE DI SAN GIOVANNI TEATINO;Comuni;2430;1;1;
2025;84111;84111;80004060762;17;701943;COMUNE DI CASTELGRANDE;Comuni;2430;1;1;
2025;84111;84111;01009620152;03;199287;COMUNE DI MARCALLO CON CASONE;Comuni;2430;1;1;
2025;84111;84111;01252310485;09;255980;COMUNE DI FIESOLE;Comuni;2430;1;1;
2025;84111;84111;01490870159;03;309963;COMUNE DI INVERUNO;Comuni;2430;1;1;
2025;84111;84111;02032910156;03;423610;COMUNE DI NOVATE MILANESE;Comuni;2430;1;1;
2025;84111;84111;00121490577;12;11116375;COMUNE DI VACONE;Comuni;2430;1;1;
2025;84111;84111;00139560676;13;11116542;COMUNE DI ARSITA;Comuni;2430;1;1;
2025;84111;84111;80012540755;16;11137926;COMUNE DI STERNATIA;Comuni;2430;1;1;
2025;84111;84111;00216470666;13;11117555;COMUNE DI MOLINA ATERNO;Comuni;2430;1;1;
2025;84111;84111;80005330594;12;703063;COMUNE DI PRIVERNO;Comuni;2430;1;1;
2025;85402;85420;80006480281;05;703996;UNIVERSITA' DEGLI STUDI DI PADOVA;Universita' pubbliche;2620;1;1;
2025;84139;84139;92028890926;20;7564484;AGENZIA SARDA PER LE POLITICHE ATTIVE DEL LAVORO ASPAL;Agenzie regionali del lavoro;2758;1;1;
2025;84111;84111;81003750452;09;10736619;COMUNE DI AULLA;Comuni;2430;1;1;
2025;84111;84111;00068600956;20;11116018;COMUNE DI ABBASANTA;Comuni;2430;1;1;
2025;84111;84111;00074670951;20;11116068;COMUNE DI VILLA SANT'ANTONIO;Comuni;2430;1;1;
2025;84111;84111;00107730079;02;11116246;COMUNE DI SAINT-CHRISTOPHE;Comuni;2430;1;1;
2025;84111;84111;00184260040;01;11117169;COMUNE DI ALBA;Comuni;2430;1;1;
2025;84111;84111;83000890166;03;12516175;COMUNE DI FARA OLIVANA CON SOLA;Comuni;2430;1;1;
2025;84111;84111;00166930347;08;11116885;COMUNE DI NOCETO;Comuni;2430;1;1;
2025;84111;84111;80012050268;05;707707;COMUNE DI SAN POLO DI PIAVE;Comuni;2430;1;1;
2025;84111;84111;00096590070;02;11116178;COMUNE DI LA MAGDELEINE;Comuni;2430;1;1;
2025;84111;84111;01584620056;01;29850476;UNIONE DEI COMUNI COLLI DEL MONFERRATO;Unioni di comuni;2450;1;1;
2025;84111;84111;00104390141;03;11595;COMUNE DI ROGOLO;Comuni;2430;1;1;
2025;84111;84111;83504230158;03;725424;COMUNE DI POZZUOLO MARTESANA;Comuni;2430;1;1;
2025;84111;84111;00239020696;13;44877;COMUNE DI GIULIANO TEATINO;Comuni;2430;1;1;
2025;84111;84111;80003230051;01;11136022;COMUNE DI CELLARENGO;Comuni;2430;1;1;
2025;84111;84111;85000890062;01;11143379;COMUNE DI MONTACUTO;Comuni;2430;1;1;
2025;84111;84111;00407150788;18;78776;COMUNE DI TORTORA;Comuni;2430;1;1;
2025;84111;84111;00313680795;18;62256;COMUNE DI ACQUARO;Comuni;2430;1;1;
2025;84111;84111;80005630290;05;703336;COMUNE DI PONTECCHIO POLESINE;Comuni;2430;1;1;
2025;84111;84111;00447160060;01;11120273;COMUNE DI VILLADEATI;Comuni;2430;1;1;
2025;84111;84111;00312450547;10;10697298;COMUNE DI MARSCIANO;Comuni;2430;1;1;
2025;84111;84111;84003010125;03;10701160;COMUNE DI CUGLIATE-FABIASCO;Comuni;2430;1;1;
2025;84111;84111;80008880306;06;11137329;COMUNE DI TREPPO GRANDE;Comuni;2430;1;1;
2025;84111;84111;02682200585;12;11133485;COMUNE DI RIANO;Comuni;2430;1;1;
2025;84132;84131;80010120238;05;7512584;CONSORZIO DEI COMUNI DEL BACINO IMBRIFERO MONTANO DELL'ADIGE DELLA PROVINCIA DI VERONA;Consorzio di Bacino Imbrifero Montano;2740;1;1;
2025;84111;84111;00431300037;01;11120054;COMUNE DI SANTA MARIA MAGGIORE;Comuni;2430;1;1;
2025;79900;79901;93012120205;03;15774832;CONSORZIO OLTREPO MANTOVANO;Consorzi tra amministrazioni locali;2740;1;1;
2025;84111;84111;93118210660;13;34680800;UNIONE DEI COMUNI MONTAGNA AQUILANA;Unioni di comuni;2450;1;1;
2025;84111;84111;80007010111;07;704378;COMUNE DI ROCCHETTA DI VARA;Comuni;2430;1;1;
2025;84111;84111;00309060226;04;12541493;COMUNE DI ROVERE' DELLA LUNA;Comuni;2430;1;1;
2025;84111;84111;00304320195;03;60157;COMUNE DI CELLA DATI;Comuni;2430;1;1;
2025;84111;84111;80004310449;11;11136314;COMUNE DI VENAROTTA;Comuni;2430;1;1;
2025;68110;68100;07468440966;03;27331089;PRINCIPIA S.P.A.;Altri enti e istituzioni pubbliche locali;1310;1;1;
2025;84111;84111;84000170302;06;11142801;COMUNE DI VILLA SANTINA;Comuni;2430;1;1;
2025;84111;84111;00310260195;03;61469;COMUNE DI TORRE DE' PICENARDI;Comuni;2430;1;1;
2025;84111;84111;91013510242;05;17395845;COMUNE DI TEZZE SUL BRENTA;Comuni;2430;1;1;
2025;84139;84139;04303000279;05;30268338;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI VENEZIA ROVIGO;Camere di commercio, industria, artigianato e agricoltura;2720;1;1;
2025;84111;84111;02026560157;03;422442;COMUNE DI VIMERCATE;Comuni;2430;1;1;
2025;84111;84111;84001990245;05;725936;COMUNE DI CALVENE;Comuni;2430;1;1;
2025;84111;84111;84002930307;06;11143027;COMUNE DI CHIUSAFORTE;Comuni;2430;1;1;
2025;84111;84111;83001820162;03;724028;COMUNE DI ISSO;Comuni;2430;1;1;
2025;91420;91040;90014120167;03;17360611;PARCO DELLE OROBIE BERGAMASCHE;Consorzi e enti gestori di parchi e aree naturali protette;2751;1;1;
2025;68200;68200;02980260364;08;22223813;FORMIGINE PATRIMONIO S.R.L.;Altri enti e istituzioni pubbliche locali;1330;1;1;
2025;84111;84111;01464570702;14;20068198;UNIONE DEI COMUNI DELLA VALLE DEL TAMMARO;Unioni di comuni;2450;1;1;
2025;84111;84111;83005150228;04;12516394;COMUNE DI CALDES;Comuni;2430;1;1;
2025;84111;84111;00414310185;03;79878;COMUNE DI SANTA CRISTINA E BISSONE;Comuni;2430;1;1;
2025;84111;84111;00311870034;01;11118787;COMUNE DI MADONNA DEL SASSO;Comuni;2430;1;1;
2025;84111;84111;00852900174;03;163746;COMUNE DI ANGOLO TERME;Comuni;2430;1;1;
2025;84111;84111;00252900659;15;11118012;COMUNE DI AGROPOLI;Comuni;2430;1;1;
2025;84111;84111;80002230854;19;700316;COMUNE DI SOMMATINO;Comuni;2430;1;1;
2025;84111;84111;00123080319;06;11116395;COMUNE DI STARANZANO;Comuni;2430;1;1;
2025;84111;84111;00601920820;19;113014;COMUNE DI PARTINICO;Comuni;2430;1;1;
2025;84111;84111;83001570189;03;723913;COMUNE DI ROSASCO;Comuni;2430;1;1;
2025;84111;84111;00796050177;03;150093;COMUNE DI BRIONE;Comuni;2430;1;1;
2025;84111;84111;00209680057;01;11117494;COMUNE DI MONTABONE;Comuni;2430;1;1;
2025;84111;84111;80013450921;20;11138020;COMUNE DI DECIMOMANNU;Comuni;2430;1;1;
2025;84111;84111;80016190177;03;709283;COMUNE DI PARATICO;Comuni;2430;1;1;
2025;84111;84111;00574320230;05;108183;COMUNITA' MONTANA DELLA LESSINIA;Comunita' montane;2440;1;1;
2025;64210;64200;02114780220;04;25959040;FINDOLOMITI ENERGIA S.R.L.;Altri enti e istituzioni pubbliche locali;1320;1;1;
2025;84111;84111;86001110823;19;727908;COMUNE DI GODRANO;Comuni;2430;1;1;
2025;84111;84111;02057820017;01;11131765;COMUNE DI MATTIE;Comuni;2430;1;1;
2025;84111;84111;82000150050;01;11140982;COMUNE DI MONTEGROSSO D'ASTI;Comuni;2430;1;1;
2025;84111;84111;00566570164;03;106936;COMUNE DI VIGANO SAN MARTINO;Comuni;2430;1;1;
2025;84111;84111;00601160237;05;112853;COMUNE DI MALCESINE;Comuni;2430;1;1;
2025;84111;84111;00637560632;15;120266;COMUNE DI MASSA LUBRENSE;Comuni;2430;1;1;
2025;84111;84111;00661280271;05;124628;COMUNE DI FOSSO';Comuni;2430;1;1;
2025;84111;84111;01671740338;08;29546633;UNIONE DEI COMUNI BASSA VAL D'ARDA FIUME PO;Unioni di comuni;2450;1;1;
2025;84139;84139;91252510374;08;22295142;INTERCENTER-ER AGENZIA REGIONALE SVILUPPO MERCATI TELEMATICI;Altri enti e istituzioni pubbliche locali;2791;1;1;
2025;85690;85600;80004530665;13;10700914;AZIENDA PER IL DIRITTO AGLI STUDI UNIVERSITARI - L'AQUILA;Agenzie, enti e consorzi per il diritto allo studio universitario;2791;1;1;
2025;84111;84111;81003670130;03;718418;COMUNE DI NOVEDRATE;Comuni;2430;1;1;
2025;84111;84111;00233900646;15;43906;COMUNE DI PIETRASTORNINA;Comuni;2430;1;1;
2025;84111;84111;00303930796;18;60074;COMUNE DI CURINGA;Comuni;2430;1;1;
2025;84111;84111;00689010627;15;129696;COMUNE DI FOIANO DI VAL FORTORE;Comuni;2430;1;1;
2025;84111;84111;81002590065;01;11140331;COMUNE DI ALICE BEL COLLE;Comuni;2430;1;1;
2025;84132;84131;93001040919;20;17202769;CONSORZIO DEL BACINO IMBRIFERO MONTANO DEL TALORO;Consorzio di Bacino Imbrifero Montano;2740;1;1;
2025;84111;84111;96086070222;04;26832513;COMUNITA' ROTALIANA KONIGSBERG;Comunita' montane;2440;1;1;
2025;84111;84111;00215760117;07;39302;COMUNE DI DEIVA MARINA;Comuni;2430;1;1;
2025;79900;79901;95255690638;15;31699518;AGENZIA REGIONALE PER LA PROMOZIONE DEL TURISMO DELLA CAMPANIA - TURISMO CAMPANIA;Enti ed Agenzie per il turismo;2791;1;1;
2025;84111;84111;80002620716;16;11135899;COMUNE DI CASALVECCHIO DI PUGLIA;Comuni;2430;1;1;
2025;84111;84111;00243110343;08;45734;COMUNE DI CORNIGLIO;Comuni;2430;1;1;
2025;84111;84111;83000110433;11;723197;COMUNE DI TOLENTINO;Comuni;2430;1;1;
2025;84121;84121;05517830484;09;22262409;SOCIETA' DELLA SALUTE DEL MUGELLO;Consorzi tra amministrazioni locali;2740;1;1;
2025;84111;84111;94039790038;01;19741727;UNIONE DI COMUNI NOVARESE 2000;Unioni di comuni;2450;1;1;
2025;84111;84111;00253170690;13;11118019;COMUNE DI CASTEL FRENTANO;Comuni;2430;1;1;
2025;84111;84111;80004130300;06;11136262;COMUNE DI MOIMACCO;Comuni;2430;1;1;
2025;84111;84111;01531400339;08;24930343;UNIONE VALNURE E VALCHERO;Unioni di comuni;2450;1;1;
2025;84111;84111;85005290227;04;11143524;COMUNE DI NOMI;Comuni;2430;1;1;
2025;84111;84111;00309350122;03;61261;COMUNE DI PORTO VALTRAVAGLIA;Comuni;2430;1;1;
2025;84132;84131;92009260446;11;745889;CONSORZIO BACINO IMBRIFERO DEL FIUME TRONTO;Consorzio di Bacino Imbrifero Montano;2740;1;1;
2025;84111;84111;00842990178;03;161457;COMUNE DI  MONIGA DEL GARDA;Comuni;2430;1;1;
2025;84111;84111;83000790838;19;12516168;COMUNE DI BASICO';Comuni;2430;1;1;
2025;84111;84111;00905560728;16;11124779;COMUNE DI LOCOROTONDO;Comuni;2430;1;1;
2025;85402;85420;80023730825;19;711199;UNIVERSITA' DEGLI STUDI DI PALERMO;Universita' pubbliche;2620;1;1;
2025;84111;84111;82000610608;12;720263;COMUNE DI POSTA FIBRENO;Comuni;2430;1;1;
2025;84111;84111;00301160792;18;11118643;COMUNE DI CASTELSILANO;Comuni;2430;1;1;
2025;84111;84111;80000540627;15;11135518;COMUNE DI SANT'ANGELO A CUPOLO;Comuni;2430;1;1;
2025;84111;84111;90057410020;01;800000744;UNIONE MONTANA VALLE ELVO;Unioni di comuni;2450;1;1;
2025;84111;84111;00157190323;06;24097;COMUNE DI DUINO-AURISINA;Comuni;2430;1;1;
2025;84111;84111;00470160169;03;90152;COMUNE DI VALBREMBO;Comuni;2430;1;1;
2025;84111;84111;84002870016;01;11143019;COMUNE DI LESSOLO;Comuni;2430;1;1;
2025;84111;84111;00297850794;18;58603;COMUNE DI GIZZERIA;Comuni;2430;1;1;
2025;84111;84111;00341300127;03;67184;COMUNE DI CUASSO AL MONTE;Comuni;2430;1;1;
2025;84111;84111;00220240238;05;40345;COMUNE DI SAN BONIFACIO;Comuni;2430;1;1;
2025;84111;84111;93039800847;19;21654993;UNIONE DEI COMUNI PLATANI QUISQUINIA MAGAZZOLO;Unioni di comuni;2450;1;1;
2025;84111;84111;80004770048;01;11136423;COMUNE DI MONTEROSSO GRANA;Comuni;2430;1;1;
2025;84111;84111;81002900298;05;718099;COMUNE DI ADRIA;Comuni;2430;1;1;
2025;84111;84111;80011930619;15;11137857;COMUNE DI LIBERI;Comuni;2430;1;1;
2025;84111;84111;00444370837;19;85336;COMUNE DI FALCONE;Comuni;2430;1;1;
2025;84111;84111;00589400175;03;11122002;COMUNE DI PAISCO LOVENO;Comuni;2430;1;1;
2025;63102;63111;03126960016;01;532967;AZIENDA SVILUPPO MULTISERVIZI S.P.A. IN LIQUIDAZIONE;Altri enti e istituzioni pubbliche locali;1310;1;1;
2025;84111;84111;00445110877;19;85502;COMUNE DI MALETTO;Comuni;2430;1;1;
2025;84111;84111;00097320667;13;11116183;COMUNE DI OVINDOLI;Comuni;2430;1;1;
2025;84111;84111;00432380020;01;11120072;COMUNE DI CAMPERTOGNO;Comuni;2430;1;1;
2025;84111;84111;00425030830;19;81662;COMUNE DI GALATI MAMERTINO;Comuni;2430;1;1;
2025;84111;84111;83001150230;05;723718;COMUNE DI RONCA';Comuni;2430;1;1;
2025;84111;84111;01822380901;20;18001304;COMUNE DI MORES;Comuni;2430;1;1;
2025;84111;84111;00433100062;01;83119;COMUNE DI BORGORATTO ALESSANDRINO;Comuni;2430;1;1;
2025;84111;84111;04025620719;16;30495282;UNIONE DEI COMUNI DEI MONTI DAUNI;Unioni di comuni;2450;1;1;
2025;84111;84111;00901220723;16;175982;COMUNE DI SAMMICHELE DI BARI;Comuni;2430;1;1;
2025;84111;84111;00190850669;13;11117252;COMUNE DI COLLELONGO;Comuni;2430;1;1;
2025;84111;84111;86000380583;12;727822;COMUNE DI MORICONE;Comuni;2430;1;1;
2025;84111;84111;00465640100;07;11120597;COMUNE DI CASARZA LIGURE;Comuni;2430;1;1;
2025;84111;84111;00114000573;12;11116302;COMUNE DI COLLE DI TORA;Comuni;2430;1;1;
2025;84111;84111;00660400284;05;124481;COMUNE DI MONTAGNANA;Comuni;2430;1;1;
2025;84111;84111;83501890012;01;11142767;COMUNE DI CASTELNUOVO NIGRA;Comuni;2430;1;1;
2025;84123;84123;00826811200;08;157437;CON.AMI (CONSORZIO AZIENDA MULTISERVIZI INTERCOMUNALE);Altri enti e istituzioni pubbliche locali;1620;1;1;
2025;84111;84111;01271860015;01;11127533;COMUNE DI SAN GIORIO DI SUSA;Comuni;2430;1;1;
2025;84131;84132;05096020481;09;19038166;AGENZIA REGIONALE TOSCANA PER LE EROGAZIONI IN AGRICOLTURA ARTEA;Agenzie regionali per le erogazioni in agricoltura;2753;1;1;
2025;84111;84111;00955060108;07;187546;COMUNE DI MONTEBRUNO;Comuni;2430;1;1;
2025;84111;84111;82000110054;01;11140977;COMUNE DI CASTELNUOVO CALCEA;Comuni;2430;1;1;
2025;84111;84111;00231740820;19;43392;COMUNE DI MONREALE;Comuni;2430;1;1;
2025;84111;84111;80002330407;08;700392;COMUNE DI CIVITELLA DI ROMAGNA;Comuni;2430;1;1;
2025;71201;86901;00168430718;16;27178;ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA PUGLIA E DELLA BASILICATA;Istituti zooprofilattici sperimentali;2500;1;1;
2025;84111;84111;81001510601;12;717350;COMUNE DI PONTECORVO;Comuni;2430;1;1;
2025;84111;84111;83001010756;16;11142192;COMUNE DI ORTELLE;Comuni;2430;1;1;
2025;86100;86101;00988090148;03;30452211;AZIENDA SOCIO SANITARIA TERRITORIALE DELLA VALTELLINA E DELL'ALTO LARIO;Aziende ospedaliere pubbliche;2500;1;1;
2025;84111;84111;80003510254;05;800000692;UNIONE MONTANA CADORE LONGARONESE ZOLDO;Unioni di comuni;2450;1;1;
2025;84111;84111;00253630099;07;11118026;COMUNE DI MALLARE;Comuni;2430;1;1;
2025;84111;84111;80003070523;09;701030;COMUNE DI MURLO;Comuni;2430;1;1;
2025;84111;84111;81000570754;16;716760;COMUNE DI ALLISTE;Comuni;2430;1;1;
2025;84111;84111;02937320154;03;522372;COMUNE DI VANZAGHELLO;Comuni;2430;1;1;
2025;84111;84111;80001220773;17;699550;COMUNE DI CALCIANO;Comuni;2430;1;1;
2025;84111;84111;01863030183;03;728081;COMUNE DI CALVIGNANO;Comuni;2430;1;1;
2025;84111;84111;01473450011;01;11128725;COMUNE DI VAIE;Comuni;2430;1;1;
2025;85592;85592;05873370968;03;24715761;ADVENIAM S.R.L., IN LIQUIDAZIONE;Altri enti e istituzioni pubbliche locali;1330;1;1;
