ISTITUZIONE;CONTRATTO;CATEGORIA_PARTENZA;QUALIFICA_PARTENZA;CATEGORIA_ARRIVO;QUALIFICA_ARRIVO;TIPO_PASSAGGIO;NUMERO_PASSAGGI
670;RALN;EQ;EQ;EQ;EQ;O;5
670;RALN;IR;IR;IR;IR;O;14
670;RALN;OE;OE;OE;OE;O;5
670;RALN;OP;OP;OP;OP;O;0
671;RALN;EQ;EQ;EQ;EQ;O;3
671;RALN;IR;IR;IR;IR;O;7
671;RALN;OE;OE;OE;OE;O;7
671;RALN;OP;OP;OP;OP;O;0
674;RALN;EQ;EQ;EQ;EQ;O;0
674;RALN;IR;IR;IR;IR;O;0
674;RALN;OE;OE;OE;OE;O;0
674;RALN;OP;0OP000;OE;0OEESP;V;1
674;RALN;OP;OP;OP;OP;O;0
676;RALN;EQ;EQ;EQ;EQ;O;0
676;RALN;IR;0IR000;EQ;0FZEQF;V;2
676;RALN;IR;IR;IR;IR;O;0
676;RALN;OE;0OEESP;IR;0IR000;V;1
676;RALN;OE;OE;OE;OE;O;0
676;RALN;OP;OP;OP;OP;O;0
677;RALN;EQ;EQ;EQ;EQ;O;1
677;RALN;IR;IR;IR;IR;O;0
677;RALN;OE;OE;OE;OE;O;0
677;RALN;OP;OP;OP;OP;O;0
678;RALN;EQ;EQ;EQ;EQ;O;1
678;RALN;IR;IR;IR;IR;O;4
678;RALN;OE;OE;OE;OE;O;0
678;RALN;OP;OP;OP;OP;O;0
683;RALN;EQ;EQ;EQ;EQ;O;0
683;RALN;IR;IR;IR;IR;O;1
683;RALN;OE;OE;OE;OE;O;1
683;RALN;OP;OP;OP;OP;O;0
684;RALN;EQ;EQ;EQ;EQ;O;1
684;RALN;IR;IR;IR;IR;O;2
684;RALN;OE;OE;OE;OE;O;1
684;RALN;OP;OP;OP;OP;O;0
691;RALN;EQ;EQ;EQ;EQ;O;1
691;RALN;IR;0IR000;EQ;0FZEQF;V;1
691;RALN;IR;IR;IR;IR;O;2
691;RALN;OE;OE;OE;OE;O;1
691;RALN;OP;OP;OP;OP;O;0
697;RALN;EQ;EQ;EQ;EQ;O;3
697;RALN;IR;IR;IR;IR;O;10
697;RALN;OE;OE;OE;OE;O;4
697;RALN;OP;OP;OP;OP;O;0
698;RALN;EQ;EQ;EQ;EQ;O;0
698;RALN;IR;IR;IR;IR;O;0
698;RALN;OE;0OEESP;IR;0IR000;V;1
698;RALN;OE;OE;OE;OE;O;0
698;RALN;OP;OP;OP;OP;O;0
702;RALN;EQ;EQ;EQ;EQ;O;0
702;RALN;IR;IR;IR;IR;O;0
702;RALN;OE;0OEESP;IR;0IR000;V;1
702;RALN;OE;OE;OE;OE;O;1
702;RALN;OP;OP;OP;OP;O;0
707;RALN;EQ;EQ;EQ;EQ;O;0
707;RALN;IR;IR;IR;IR;O;0
707;RALN;OE;0OEESP;IR;0IR000;V;1
707;RALN;OE;OE;OE;OE;O;0
707;RALN;OP;OP;OP;OP;O;0
709;RALN;EQ;EQ;EQ;EQ;O;0
709;RALN;IR;0IR000;EQ;0FZEQF;V;1
709;RALN;IR;IR;IR;IR;O;0
709;RALN;OE;OE;OE;OE;O;0
709;RALN;OP;OP;OP;OP;O;0
711;RALN;EQ;EQ;EQ;EQ;O;2
711;RALN;IR;IR;IR;IR;O;0
711;RALN;OE;OE;OE;OE;O;0
711;RALN;OP;OP;OP;OP;O;0
719;RALN;EQ;EQ;EQ;EQ;O;0
719;RALN;IR;0IR000;EQ;0FZEQF;V;3
719;RALN;IR;IR;IR;IR;O;0
719;RALN;OE;OE;OE;OE;O;0
719;RALN;OP;OP;OP;OP;O;0
721;RALN;EQ;EQ;EQ;EQ;O;1
721;RALN;IR;IR;IR;IR;O;0
721;RALN;OE;OE;OE;OE;O;1
721;RALN;OP;OP;OP;OP;O;0
730;RALN;EQ;EQ;EQ;EQ;O;0
730;RALN;IR;IR;IR;IR;O;0
730;RALN;OE;0OEESP;EQ;0FZEQF;V;1
730;RALN;OE;OE;OE;OE;O;1
730;RALN;OP;OP;OP;OP;O;0
735;RALN;EQ;EQ;EQ;EQ;O;0
735;RALN;IR;IR;IR;IR;O;0
735;RALN;OE;0OEESP;IR;0IR000;V;1
735;RALN;OE;OE;OE;OE;O;0
735;RALN;OP;OP;OP;OP;O;0
737;RALN;EQ;EQ;EQ;EQ;O;2
737;RALN;IR;IR;IR;IR;O;6
737;RALN;OE;OE;OE;OE;O;3
737;RALN;OP;OP;OP;OP;O;0
750;RALN;EQ;EQ;EQ;EQ;O;2
750;RALN;IR;IR;IR;IR;O;2
750;RALN;OE;OE;OE;OE;O;1
750;RALN;OP;OP;OP;OP;O;0
755;RALN;EQ;EQ;EQ;EQ;O;0
755;RALN;IR;IR;IR;IR;O;1
755;RALN;OE;OE;OE;OE;O;0
755;RALN;OP;OP;OP;OP;O;0
756;RALN;EQ;EQ;EQ;EQ;O;1
756;RALN;IR;IR;IR;IR;O;1
756;RALN;OE;OE;OE;OE;O;0
756;RALN;OP;OP;OP;OP;O;0
758;RALN;EQ;EQ;EQ;EQ;O;6
758;RALN;IR;IR;IR;IR;O;9
758;RALN;OE;OE;OE;OE;O;1
758;RALN;OP;OP;OP;OP;O;0
760;RALN;EQ;EQ;EQ;EQ;O;1
760;RALN;IR;IR;IR;IR;O;0
760;RALN;OE;OE;OE;OE;O;1
760;RALN;OP;OP;OP;OP;O;0
762;RALN;EQ;EQ;EQ;EQ;O;1
762;RALN;IR;IR;IR;IR;O;1
762;RALN;OE;OE;OE;OE;O;0
762;RALN;OP;OP;OP;OP;O;0
764;RALN;EQ;EQ;EQ;EQ;O;0
764;RALN;IR;0IR000;EQ;0FZEQF;V;2
764;RALN;IR;IR;IR;IR;O;0
764;RALN;OE;OE;OE;OE;O;0
764;RALN;OP;OP;OP;OP;O;0
769;RALN;EQ;EQ;EQ;EQ;O;0
769;RALN;IR;IR;IR;IR;O;0
769;RALN;OE;OE;OE;OE;O;1
