REGIONE;ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;UOMINI;DONNE
R00143;C577;RALN;RP;000096;1;2
R00161;IP10495;RALN;DI;0D0165;1;0
R00161;IP10495;RALN;EQ;0FZEQF;3;8
R00161;IP10495;RALN;IR;0IR000;1;4
R00161;IP10495;RALN;OE;0OEESP;1;19
R00090;C7769;RALN;IR;0IR000;2;7
R00090;C7769;RALN;OP;0OP000;0;1
R00090;C7769;RALN;EQ;0FZEQF;3;2
R00090;C7769;RALN;OE;0OEESP;3;0
R00018;C4544;RALN;IR;0IR000;2;1
R00018;C4544;RALN;OP;0OP000;1;0
R00018;C4544;RALN;OE;0OEESP;1;1
R00134;C2560;RALN;OE;0OEESP;0;1
R00134;C2560;RALN;EQ;0FZEQF;16;15
R00134;C2560;RALN;OP;0OP000;0;1
R00134;C2560;RALN;IR;0IR000;33;29
R00134;C2560;RALN;RP;000096;1;0
R00161;IP10410;RALN;EQ;0FZEQF;1;6
R00161;IP10410;RALN;IR;0IR000;1;1
R00161;IP10410;RALN;OE;0OEESP;2;5
R00107;C1358;RALN;RU;0D0I95;0;1
R00107;C1358;RALN;EQ;0FZEQF;5;8
R00107;C1358;RALN;RP;000096;1;0
R00107;C1358;RALN;OE;0OEESP;6;2
R00107;C1358;RALN;IR;0IR000;10;8
R00045;C3389;RALN;IR;0IR000;1;1
R00045;C3389;RALN;EQ;0FZEQF;0;1
R00036;C3612;RALN;FP;0D0103;0;1
R00036;C3612;RALN;IR;0IR000;2;0
R00036;C3612;RALN;OE;0OEESP;2;0
R00036;C3612;RALN;EQ;0FZEQF;3;1
R00125;C6197;RALN;IR;0IR000;1;1
R00125;C6197;RALN;OE;0OEESP;2;0
R00125;C6197;RALN;EQ;0FZEQF;0;2
R00090;C1522;RALN;EQ;0FZEQF;2;2
R00090;C1522;RALN;OP;0OP000;1;0
R00090;C1522;RALN;IR;0IR000;0;1
R00018;C5567;RALN;EQ;0FZEQF;1;1
R00018;C5567;RALN;OE;0OEESP;0;1
R00018;C5567;RALN;IR;0IR000;1;0
R00205;C5913;RALN;OE;0OEESP;2;1
R00205;C5913;RALN;IR;0IR000;1;7
R00205;C5913;RALN;EQ;0FZEQF;0;2
R00205;C7133;RALN;EQ;0FZEQF;2;4
R00205;C7133;RALN;OE;0OEESP;6;3
R00205;C7133;RALN;IR;0IR000;6;8
R00134;C7239;RALN;OE;0OEESP;0;1
R00134;C7239;RALN;EQ;0FZEQF;2;4
R00134;C7239;RALN;RU;0D0I96;1;0
R00134;C7239;RALN;IR;0IR000;14;5
R00134;C7239;RALN;OP;0OP000;2;0
R00090;C1128;RALN;DI;0D0165;1;0
R00090;C1128;RALN;RP;000096;0;1
R00090;C1128;RALN;DI;0D0164;17;14
R00090;C1128;RALN;OE;0OEESP;90;185
R00090;C1128;RALN;IR;0IR000;268;596
R00090;C1128;RALN;FP;0D0102;0;1
R00090;C1128;RALN;OP;0OP000;4;11
R00090;C1128;RALN;DG;0D0097;1;0
R00090;C1128;RALN;EQ;0FZEQF;117;259
R00045;C6259;RALN;OE;0OEESP;0;1
R00045;C6259;RALN;EQ;0FZEQF;1;0
R00045;C6259;RALN;IR;0IR000;0;1
R00205;C1132;RALN;OE;0OEESP;2;0
R00205;C1132;RALN;IR;0IR000;5;6
R00205;C1132;RALN;EQ;0FZEQF;0;3
R00205;C1132;RALN;FP;0D0103;0;1
R00205;C1846;RALN;OE;0OEESP;3;5
R00205;C1846;RALN;EQ;0FZEQF;1;4
R00205;C1846;RALN;IR;0IR000;5;12
R00090;C5642;RALN;IR;0IR000;5;1
R00090;C5642;RALN;FP;0D0103;1;0
R00090;C5642;RALN;OE;0OEESP;5;3
R00134;C6367;RALN;OE;0OEESP;2;3
R00134;C6367;RALN;EQ;0FZEQF;3;1
R00134;C6367;RALN;FP;0D0103;0;1
R00134;C6367;RALN;IR;0IR000;7;4
R00134;C6367;RALN;OP;0OP000;1;1
R00125;C7106;RALN;OE;0OEESP;2;0
R00125;C7106;RALN;FP;0D0103;0;1
R00125;C7106;RALN;IR;0IR000;1;1
R00125;C7106;RALN;EQ;0FZEQF;1;2
R00125;C2310;RALN;OE;0OEESP;1;0
R00125;C2310;RALN;EQ;0FZEQF;0;2
R00125;C2310;RALN;IR;0IR000;3;2
R00125;C3064;RALN;IR;0IR000;1;1
R00205;C8171;RALN;RU;0D0I95;1;0
R00205;C8171;RALN;EQ;0FZEQF;0;1
R00205;C8171;RALN;IR;0IR000;0;2
R00205;C8171;RALN;OE;0OEESP;2;0
R00152;C4427;RALN;FP;0D0103;1;0
R00152;C4427;RALN;EQ;0FZEQF;1;0
R00152;C4427;RALN;IR;0IR000;3;4
R00152;C4427;RALN;OE;0OEESP;1;6
R00152;C4427;RALN;OP;0OP000;1;0
R00018;C5186;RALN;EQ;0FZEQF;1;0
R00018;C5186;RALN;OE;0OEESP;1;0
R00018;C5186;RALN;IR;0IR000;0;1
R00072;C428;RALN;RU;0D0I95;2;3
R00072;C428;RALN;OP;0OP000;2;0
R00072;C428;RALN;RP;000096;2;2
R00072;C428;RALN;DF;0D0098;1;0
R00072;C428;RALN;OE;0OEESP;6;4
R00072;C428;RALN;IR;0IR000;20;13
R00072;C428;RALN;EQ;0FZEQF;2;3
R00205;C4283;RALN;OE;0OEESP;2;0
R00205;C4283;RALN;EQ;0FZEQF;1;3
R00205;C4283;RALN;IR;0IR000;1;3
R00152;C6599;RALN;OE;0OEESP;3;12
R00152;C6599;RALN;OP;0OP000;0;2
R00152;C6599;RALN;EQ;0FZEQF;1;0
R00152;C6599;RALN;FP;0D0103;0;1
R00152;C6599;RALN;IR;0IR000;4;2
R00090;C4991;RALN;IR;0IR000;1;0
R00090;C4991;RALN;OE;0OEESP;2;2
R00090;C4991;RALN;EQ;0FZEQF;0;1
R00090;C5779;RALN;OE;0OEESP;2;5
R00090;C5779;RALN;IR;0IR000;6;6
R00090;C5779;RALN;FP;0D0103;1;0
R00090;C5779;RALN;EQ;0FZEQF;3;3
R00125;C6182;RALN;IR;0IR000;0;1
R00125;C6182;RALN;EQ;0FZEQF;1;0
R00125;C6182;RALN;OE;0OEESP;1;0
R00125;C3773;RALN;OE;0OEESP;3;20
R00125;C3773;RALN;IR;0IR000;15;21
R00125;C3773;RALN;RU;0D0I95;0;1
R00125;C3773;RALN;OP;0OP000;1;0
R00125;C3773;RALN;RP;000096;1;0
R00125;C3773;RALN;FP;0D0103;0;1
R00125;C3773;RALN;EQ;0FZEQF;6;8
R00161;C4694;RALN;RP;000096;1;0
R00161;C4694;RALN;EQ;0FZEQF;6;6
R00161;C4694;RALN;FP;0D0103;0;1
R00161;C4694;RALN;OP;0OP000;1;2
R00161;C4694;RALN;OE;0OEESP;4;2
R00161;C4694;RALN;IR;0IR000;15;22
R00045;C8188;RALN;FP;0D0103;1;0
R00045;C8188;RALN;IR;0IR000;4;4
R00045;C8188;RALN;EQ;0FZEQF;3;2
R00045;C8188;RALN;OE;0OEESP;1;0
R00152;C5212;RALN;FP;0D0102;1;0
R00152;C5212;RALN;OP;0OP000;7;4
R00152;C5212;RALN;OE;0OEESP;20;11
R00152;C5212;RALN;EQ;0FZEQF;3;5
R00152;C5212;RALN;IR;0IR000;14;29
R00205;C7929;RALN;RP;000096;2;2
R00205;C7929;RALN;DI;0D0165;1;0
R00205;C7929;RALN;DI;0D0164;13;13
R00205;C7929;SCLA;DO;014646;0;77
R00205;C7929;RALN;OE;0OEESP;111;174
R00205;C7929;RALN;FP;0D0102;1;0
R00205;C7929;RALN;EQ;0FZEQF;130;282
R00205;C7929;RALN;IR;0IR000;264;763
R00018;C2037;RALN;IR;0IR000;4;0
R00018;C2037;RALN;EQ;0FZEQF;1;3
R00018;C2037;RALN;OE;0OEESP;1;0
R00090;C6432;RALN;IR;0IR000;0;3
R00090;C6432;RALN;OE;0OEESP;1;0
R00018;C5990;RALN;FP;0D0103;0;1
R00018;C5990;RALN;IR;0IR000;3;4
R00018;C5990;RALN;OE;0OEESP;5;0
R00018;C5990;RALN;EQ;0FZEQF;2;1
R00018;C5990;RALN;RP;000096;0;1
R00125;C5105;RALN;OP;0OP000;0;1
R00125;C5105;RALN;IR;0IR000;6;10
R00125;C5105;RALN;OE;0OEESP;3;1
R00125;C5105;RALN;EQ;0FZEQF;3;1
R00125;C3376;RALN;IR;0IR000;11;22
R00125;C3376;RALN;EQ;0FZEQF;5;12
R00125;C3376;RALN;OE;0OEESP;11;8
R00152;D8360;RALN;IR;0IR000;6;2
R00152;D8360;RALN;OE;0OEESP;2;2
R00152;D8360;RALN;EQ;0FZEQF;6;1
R00152;D8360;RALN;DI;0D0164;1;1
R00090;CS10385;RALN;EQ;0FZEQF;1;3
R00090;CS10385;RALN;DI;0D0164;0;1
R00090;CS10385;RALN;IR;0IR000;2;5
R00107;C836;RALN;EQ;0FZEQF;1;2
R00107;C836;RALN;OE;0OEESP;2;1
R00107;C836;RALN;IR;0IR000;0;3
R00125;C1357;RALN;IR;0IR000;0;1
R00125;C1357;RALN;OE;0OEESP;1;0
R00072;C3619;RALN;OP;0OP000;1;0
R00072;C3619;RALN;IR;0IR000;4;3
R00072;C3619;RALN;EQ;0FZEQF;2;0
R00072;C3619;RALN;OE;0OEESP;5;1
R00036;C2771;RALN;IR;0IR000;3;3
R00036;C2771;RALN;OP;0OP000;0;1
R00036;C2771;RALN;OE;0OEESP;1;1
R00036;C2771;RALN;EQ;0FZEQF;2;0
R00036;C2771;RALN;FP;0D0103;0;1
R00152;C1004;RALN;OE;0OEESP;4;1
R00152;C1004;RALN;OP;0OP000;2;0
R00152;C1004;RALN;PC;000061;16;43
R00152;C1004;RALN;IR;0IR000;2;2
R00152;C1004;RALN;EQ;0FZEQF;0;2
R00152;C1004;RALN;FP;0D0103;0;1
R00125;C1970;RALN;EQ;0FZEQF;1;1
R00125;C1970;RALN;OE;0OEESP;1;0
R00125;C1970;RALN;IR;0IR000;0;1
R00125;C1473;RALN;IR;0IR000;2;0
R00072;C721;RALN;OE;0OEESP;3;1
R00072;C721;RALN;EQ;0FZEQF;1;1
R00072;C721;RALN;IR;0IR000;2;1
R00036;C4077;RALN;EQ;0FZEQF;1;1
R00036;C4077;RALN;OE;0OEESP;7;5
R00036;C4077;RALN;IR;0IR000;1;1
R00143;C7083;RALN;RU;0D0I96;0;1
R00143;C7083;RALN;EQ;0FZEQF;1;1
R00143;C7083;RALN;IR;0IR000;2;1
R00090;C2628;RALN;IR;0IR000;2;3
R00090;C2628;RALN;EQ;0FZEQF;1;1
R00090;C2628;RALN;OE;0OEESP;2;0
R00090;N8749;RALN;OE;0OEESP;1;0
R00090;N8749;RALN;EQ;0FZEQF;2;8
R00090;N8749;RALN;IR;0IR000;4;14
R00125;C7583;RALN;OE;0OEESP;1;0
R00125;C7583;RALN;IR;0IR000;0;1
R00116;C4454;RALN;IR;0IR000;0;1
R00116;C4454;RALN;EQ;0FZEQF;1;0
R00090;C4037;RALN;OE;0OEESP;2;0
R00090;C4037;RALN;EQ;0FZEQF;0;2
R00090;C4037;RALN;FP;0D0103;1;0
R00090;C4037;RALN;IR;0IR000;2;4
R00045;C7183;RALN;EQ;0FZEQF;2;0
R00045;C7183;RALN;IR;0IR000;0;1
R00018;C3404;RALN;OP;0OP000;1;0
R00018;C3404;RALN;EQ;0FZEQF;1;0
R00018;C3404;RALN;IR;0IR000;3;2
R00018;C3404;RALN;OE;0OEESP;1;4
R00125;C4179;RALN;IR;0IR000;0;1
R00045;C7608;RALN;OP;0OP000;13;0
R00045;C7608;RALN;IR;0IR000;15;1
R00045;C7608;RALN;EQ;0FZEQF;3;2
R00045;C7608;RALN;OE;0OEESP;8;3
R00045;C7608;RALN;DF;0D0095;1;0
R00045;C7608;RALN;FP;0D0102;1;0
R00134;C4442;RALN;IR;0IR000;50;56
R00134;C4442;RALN;RP;000096;1;0
R00134;C4442;RALN;DI;0D0165;1;0
R00134;C4442;RALN;OE;0OEESP;13;6
R00134;C4442;RALN;FP;0D0102;0;1
R00134;C4442;RALN;DI;0D0164;5;0
R00134;C4442;RALN;OP;0OP000;0;2
R00134;C4442;RALN;EQ;0FZEQF;20;41
R00143;C6833;RALN;FP;0D0103;1;0
R00143;C6833;RALN;EQ;0FZEQF;2;3
R00143;C6833;RALN;IR;0IR000;7;8
R00143;C6833;RALN;OE;0OEESP;2;1
R00143;C2901;RALN;EQ;0FZEQF;2;2
R00143;C2901;RALN;IR;0IR000;1;0
R00018;C6094;RALN;OP;0OP000;0;1
R00018;C6094;RALN;EQ;0FZEQF;2;0
R00018;C6094;RALN;IR;0IR000;2;2
R00090;C6898;RALN;IR;0IR000;2;1
R00090;C6898;RALN;OE;0OEESP;3;0
R00090;C6898;RALN;EQ;0FZEQF;0;2
R00205;C2610;RALN;RP;000096;0;1
R00205;C2610;RALN;EQ;0FZEQF;4;2
R00205;C2610;RALN;OE;0OEESP;1;2
R00205;C2610;RALN;IR;0IR000;2;5
R00152;C1326;RALN;OE;0OEESP;46;65
R00152;C1326;RALN;FP;0D0102;1;0
R00152;C1326;RALN;EQ;0FZEQF;14;26
R00152;C1326;RALN;IR;0IR000;78;39
R00152;C1326;RALN;DI;0D0164;2;0
R00152;C1326;RALN;OP;0OP000;19;8
R00152;C1326;RALN;DI;0D0165;3;0
R00036;C2233;RALN;OP;0OP000;3;1
R00036;C2233;RALN;IR;0IR000;1;1
R00036;C2233;RALN;OE;0OEESP;0;2
R00090;C1123;RALN;IR;0IR000;1;5
R00090;C1123;RALN;OE;0OEESP;1;0
R00134;C931;RALN;IR;0IR000;39;20
R00134;C931;RALN;OP;0OP000;2;8
R00134;C931;RALN;OE;0OEESP;10;14
R00134;C931;RALN;FP;0D0102;1;0
R00134;C931;RALN;EQ;0FZEQF;15;26
R00134;C931;RALN;RP;000096;3;2
R00090;C4337;RALN;EQ;0FZEQF;1;2
R00090;C4337;RALN;IR;0IR000;1;2
R00143;C519;RALN;IR;0IR000;1;0
R00143;C519;RALN;OE;0OEESP;1;0
R00143;C519;RALN;EQ;0FZEQF;1;2
R00205;C280;RALN;OP;0OP000;1;0
R00205;C280;RALN;EQ;0FZEQF;2;0
R00205;C280;RALN;IR;0IR000;1;1
R00134;C930;RALN;RU;0D0I96;0;2
R00134;C930;RALN;IR;0IR000;11;8
R00134;C930;RALN;EQ;0FZEQF;5;6
R00134;C930;RALN;OE;0OEESP;2;1
R00161;C8215;RALN;EQ;0FZEQF;1;1
R00161;C8215;RALN;OE;0OEESP;2;2
R00161;C8215;RALN;IR;0IR000;1;1
R00152;C1412;RALN;IR;0IR000;6;5
R00152;C1412;RALN;EQ;0FZEQF;4;2
R00152;C1412;RALN;OP;0OP000;1;1
R00152;C1412;RALN;OE;0OEESP;2;16
R00125;C1024;RALN;OE;0OEESP;1;0
R00125;C1024;RALN;IR;0IR000;3;4
R00072;C684;RALN;IR;0IR000;6;4
R00072;C684;RALN;OP;0OP000;0;1
R00072;C684;RALN;OE;0OEESP;3;0
R00072;C684;RALN;EQ;0FZEQF;4;2
R00072;C684;RALN;RP;000096;0;1
R00107;C4532;RALN;EQ;0FZEQF;0;2
R00107;C4532;RALN;IR;0IR000;0;1
R00107;C4532;RALN;OE;0OEESP;2;0
R00161;IP10428;SSNA;AT;AAT117;2;1
R00161;IP10428;RALN;IR;0IR000;6;7
R00161;IP10428;SSNA;OP;KOP660;1;4
R00161;IP10428;SSNA;OP;TOP059;0;2
R00161;IP10428;RALN;EQ;0FZEQF;20;26
R00161;IP10428;SSNA;PF;TPF026;1;0
R00161;IP10428;RALN;OE;0OEESP;16;39
R00161;IP10428;SSNA;PT;TPT092;0;1
R00161;IP10428;SSNA;PF;SPFINF;2;5
R00161;IP10428;SSNA;PT;0PTSPR;0;6
R00161;IP10428;RALN;DI;0D0164;0;1
R00152;C1417;RALN;OE;0OEESP;3;3
R00152;C1417;RALN;OP;0OP000;10;9
R00152;C1417;RALN;EQ;0FZEQF;1;0
R00152;C1417;RALN;IR;0IR000;6;6
R00152;C1417;RALN;RU;0D0I96;1;1
R00205;C7166;RALN;EQ;0FZEQF;7;16
R00205;C7166;RALN;FP;0D0103;1;0
R00205;C7166;RALN;IR;0IR000;11;19
R00205;C7166;RALN;OE;0OEESP;4;5
R00125;C6282;RALN;OE;0OEESP;2;0
R00125;C6282;RALN;IR;0IR000;0;1
R00125;C6282;RALN;EQ;0FZEQF;1;1
R00072;C5492;RALN;EQ;0FZEQF;0;1
R00072;C5492;RALN;IR;0IR000;1;4
R00072;C5492;RALN;OE;0OEESP;1;1
R00072;C5492;RALN;OP;0OP000;1;0
R00125;C3293;RALN;IR;0IR000;1;2
R00125;C3293;RALN;EQ;0FZEQF;1;0
R00125;C3293;RALN;RU;0D0I95;1;0
R00090;C1352;RALN;IR;0IR000;5;7
R00090;C1352;RALN;EQ;0FZEQF;2;4
R00090;C1352;RALN;OE;0OEESP;6;2
R00090;C6434;RALN;IR;0IR000;2;1
R00090;C6434;RALN;EQ;0FZEQF;0;1
R00036;C3831;RALN;FP;0D0103;1;0
R00036;C3831;RALN;OP;0OP000;2;0
R00036;C3831;RALN;OE;0OEESP;3;0
R00036;C3831;RALN;IR;0IR000;2;4
R00036;C3831;RALN;EQ;0FZEQF;1;0
R00072;C7089;RALN;IR;0IR000;0;1
R00072;C7089;RALN;FP;0D0103;1;0
R00072;C7089;RALN;EQ;0FZEQF;2;0
R00072;C7089;RALN;OP;0OP000;3;1
R00072;C7089;RALN;OE;0OEESP;1;5
R00107;C4749;RALN;OE;0OEESP;3;2
R00107;C4749;RALN;OP;0OP000;1;0
R00107;C4749;RALN;IR;0IR000;3;2
R00107;C4749;RALN;EQ;0FZEQF;0;1
R00125;C390;RALN;IR;0IR000;1;0
R00125;C390;RALN;RP;000096;0;1
R00152;C2890;RALN;FP;0D0103;0;1
R00152;C2890;RALN;EQ;0FZEQF;9;7
R00152;C2890;RALN;DI;0D0165;0;1
R00152;C2890;RALN;OP;0OP000;16;14
R00152;C2890;RALN;IR;0IR000;20;32
R00152;C2890;RALN;OE;0OEESP;16;39
R00125;C7362;RALN;IR;0IR000;0;1
R00018;C2176;RALN;EQ;0FZEQF;0;1
R00018;C2176;RALN;OE;0OEESP;2;2
R00018;C2176;RALN;IR;0IR000;2;0
R00018;C2176;RALN;OP;0OP000;1;0
R00090;C2259;RALN;RU;0D0I95;1;0
R00090;C2259;RALN;IR;0IR000;2;4
R00045;C4597;RALN;IR;0IR000;4;1
R00045;C4597;RALN;EQ;0FZEQF;2;0
R00054;IP10785;RALN;EQ;0FZEQF;8;30
R00054;IP10785;RALN;OP;0OP000;0;3
R00054;IP10785;RALN;OE;0OEESP;3;88
R00054;IP10785;RALN;IR;0IR000;3;20
R00125;C8191;RALN;IR;0IR000;11;14
R00125;C8191;RALN;OE;0OEESP;0;1
R00125;C8191;RALN;EQ;0FZEQF;4;1
R00090;C6308;RALN;OE;0OEESP;10;7
R00090;C6308;RALN;EQ;0FZEQF;6;10
R00090;C6308;RALN;IR;0IR000;12;28
R00090;C6308;RALN;FP;0D0102;1;0
R00090;C6308;RALN;DI;0D0164;1;2
R00027;C6214;RALN;OE;0OEESP;5;4
R00027;C6214;RALN;EQ;0FZEQF;2;1
R00027;C6214;RALN;OP;0OP000;3;0
R00027;C6214;RALN;IR;0IR000;2;1
R00143;C3334;RALN;IR;0IR000;1;1
R00143;C3334;RALN;OE;0OEESP;1;0
R00143;C3334;RALN;EQ;0FZEQF;1;2
R00143;C2829;RALN;EQ;0FZEQF;2;3
R00143;C2829;RALN;IR;0IR000;3;2
R00143;C2829;RALN;OE;0OEESP;7;1
R00143;C2829;RALN;OP;0OP000;1;0
R00072;C1521;RALN;OE;0OEESP;4;0
R00072;C1521;RALN;EQ;0FZEQF;1;2
R00072;C1521;RALN;IR;0IR000;1;2
R00036;C1566;RALN;OP;0OP000;1;0
R00036;C1566;RALN;OE;0OEESP;4;1
R00036;C1566;RALN;EQ;0FZEQF;1;0
R00036;C1566;RALN;IR;0IR000;1;2
R00125;C589;RALN;OE;0OEESP;1;0
R00125;C589;RALN;EQ;0FZEQF;1;1
R00125;C589;RALN;FP;0D0485;1;0
R00125;C589;RALN;IR;0IR000;1;0
R00143;C7680;RALN;OE;0OEESP;1;0
R00143;C7680;RALN;IR;0IR000;2;2
R00143;C7680;RALN;EQ;0FZEQF;2;2
R00090;C5580;RALN;IR;0IR000;1;2
R00125;C4957;RALN;OP;0OP000;1;0
R00125;C4957;RALN;IR;0IR000;1;4
R00125;C4957;RALN;EQ;0FZEQF;1;1
R00152;C243;RALN;IR;0IR000;2;8
R00152;C243;RALN;OP;0OP000;1;0
R00152;C243;RALN;OE;0OEESP;13;16
R00152;C243;RALN;EQ;0FZEQF;1;0
R00090;C1105;RALN;OE;0OEESP;1;0
R00090;C1105;RALN;EQ;0FZEQF;0;1
R00090;C1105;RALN;IR;0IR000;0;1
R00143;C8086;RALN;IR;0IR000;1;2
R00143;C8086;RALN;EQ;0FZEQF;2;1
R00143;C8086;RALN;OE;0OEESP;3;0
R00152;C1189;RALN;EQ;0FZEQF;3;0
R00152;C1189;RALN;OP;0OP000;0;1
R00152;C1189;RALN;IR;0IR000;5;9
R00152;C1189;RALN;OE;0OEESP;7;16
R00205;C4531;RALN;IR;0IR000;1;2
R00205;C4531;RALN;OE;0OEESP;3;0
R00205;C4531;RALN;EQ;0FZEQF;1;4
R00090;C1503;RALN;OE;0OEESP;2;3
R00090;C1503;RALN;OP;0OP000;1;0
R00090;C1503;RALN;IR;0IR000;3;7
R00090;C1503;RALN;EQ;0FZEQF;2;2
R00090;C1503;RALN;FP;0D0102;1;0
R00125;C5554;RALN;EQ;0FZEQF;1;3
R00125;C5554;RALN;OE;0OEESP;1;0
R00125;C5554;RALN;IR;0IR000;0;2
R00072;C6797;RALN;OE;0OEESP;8;1
R00072;C6797;RALN;FP;0D0103;1;0
R00072;C6797;RALN;EQ;0FZEQF;1;1
R00072;C6797;RALN;IR;0IR000;0;2
R00036;C2071;RALN;EQ;0FZEQF;6;6
R00036;C2071;RALN;OE;0OEESP;19;12
R00036;C2071;RALN;IR;0IR000;15;5
R00036;C2071;RALN;FP;0D0102;1;0
R00036;C2071;RALN;OP;0OP000;17;22
R00072;C544;RALN;OE;0OEESP;3;0
R00072;C544;RALN;EQ;0FZEQF;0;1
R00072;C544;RALN;RU;0D0I96;1;0
R00072;C544;RALN;OP;0OP000;1;0
R00072;C544;RALN;IR;0IR000;1;0
R00036;C6576;RALN;EQ;0FZEQF;2;1
R00036;C6576;RALN;IR;0IR000;1;0
R00036;C6576;RALN;OE;0OEESP;6;3
R00134;C2807;RALN;IR;0IR000;5;1
R00134;C2807;RALN;RU;0D0I95;2;0
R00152;C1415;RALN;OP;0OP000;2;0
R00152;C1415;RALN;IR;0IR000;4;3
R00152;C1415;RALN;EQ;0FZEQF;1;0
R00152;C1415;RALN;OE;0OEESP;1;4
R00090;C3314;RALN;IR;0IR000;5;14
R00090;C3314;RALN;FP;0D0102;1;0
R00090;C3314;RALN;EQ;0FZEQF;5;12
R00090;C3314;RALN;OE;0OEESP;4;6
R00081;C6877;RALN;IR;0IR000;1;3
R00081;C6877;RALN;EQ;0FZEQF;1;3
R00081;C6877;RALN;OE;0OEESP;3;2
R00152;D8354;RALN;OE;0OEESP;4;8
R00152;D8354;RALN;DI;0D0164;0;1
R00152;D8354;RALN;DG;0D0097;1;0
R00152;D8354;RALN;OP;0OP000;3;4
R00152;D8354;RALN;IR;0IR000;10;11
R00152;D8354;RALN;EQ;0FZEQF;3;6
R00090;C1371;RALN;IR;0IR000;0;1
R00090;C1371;RALN;OE;0OEESP;1;1
R00090;C1371;RALN;EQ;0FZEQF;0;1
R00152;C225;RALN;IR;0IR000;19;9
R00152;C225;RALN;EQ;0FZEQF;7;4
R00152;C225;RALN;FP;0D0103;0;1
R00152;C225;RALN;OP;0OP000;7;3
R00152;C225;RALN;OE;0OEESP;24;32
R00072;C831;RALN;OP;0OP000;1;0
R00072;C831;RALN;IR;0IR000;2;2
R00125;C5850;RALN;EQ;0FZEQF;1;1
R00125;C5850;RALN;OE;0OEESP;2;0
R00125;C5850;RALN;IR;0IR000;1;1
R00116;C3274;RALN;OE;0OEESP;2;1
R00116;C3274;RALN;EQ;0FZEQF;1;1
R00116;C3274;RALN;IR;0IR000;2;1
R00090;C408;RALN;IR;0IR000;13;25
R00090;C408;RALN;OE;0OEESP;3;5
R00090;C408;RALN;FP;0D0102;0;1
R00090;C408;RALN;OP;0OP000;0;2
R00090;C408;RALN;EQ;0FZEQF;5;8
R00143;C1591;RALN;DI;0D0165;2;0
R00143;C1591;RALN;OE;0OEESP;19;6
R00143;C1591;RALN;OP;0OP000;1;0
R00143;C1591;RALN;DI;0D0164;1;2
R00143;C1591;RALN;EQ;0FZEQF;11;33
R00143;C1591;RALN;RU;0D0I95;1;0
R00143;C1591;RALN;FP;0D0102;0;1
R00143;C1591;RALN;RP;000096;1;0
R00143;C1591;RALN;IR;0IR000;27;28
R00036;C2028;RALN;EQ;0FZEQF;1;0
R00036;C2028;RALN;OP;0OP000;3;0
R00036;C2028;RALN;OE;0OEESP;10;13
R00036;C2028;RALN;IR;0IR000;0;1
R00125;C3301;RALN;IR;0IR000;0;2
R00036;C6650;RALN;OP;0OP000;4;4
R00036;C6650;RALN;OE;0OEESP;3;0
R00036;C6650;RALN;IR;0IR000;2;3
R00090;UC9893;RALN;OE;0OEESP;3;1
R00090;UC9893;RALN;EQ;0FZEQF;1;3
R00090;UC9893;RALN;IR;0IR000;2;6
R00125;CS10072;RALN;DI;0D0165;0;1
R00125;CS10072;RALN;EQ;0FZEQF;2;28
R00125;CS10072;RALN;OE;0OEESP;2;5
R00125;CS10072;RALN;IR;0IR000;2;13
R00125;C5996;RALN;IR;0IR000;0;1
R00134;C4780;RALN;OP;0OP000;7;0
R00134;C4780;RALN;OE;0OEESP;12;3
R00134;C4780;RALN;EQ;0FZEQF;5;5
R00134;C4780;RALN;FP;0D0103;1;0
R00134;C4780;RALN;IR;0IR000;14;13
R00054;C5773;RALN;OE;0OEESP;2;0
R00054;C5773;RALN;EQ;0FZEQF;3;7
R00054;C5773;RALN;IR;0IR000;4;10
R00090;C4018;RALN;IR;0IR000;3;2
R00090;C4018;RALN;EQ;0FZEQF;2;0
R00090;C1299;RALN;OE;0OEESP;6;6
R00090;C1299;RALN;EQ;0FZEQF;1;7
R00090;C1299;RALN;IR;0IR000;10;20
R00090;C1299;RALN;FP;0D0102;1;0
R00205;C5926;RALN;EQ;0FZEQF;2;4
R00205;C5926;RALN;IR;0IR000;4;6
R00205;C5926;RALN;OE;0OEESP;4;2
R00090;C879;RALN;OE;0OEESP;1;3
R00090;C879;RALN;EQ;0FZEQF;2;1
R00090;C879;RALN;IR;0IR000;0;2
R00045;C1379;RALN;IR;0IR000;1;2
R00045;C1379;RALN;OE;0OEESP;1;0
R00045;C1379;RALN;FP;0D0485;0;1
R00045;C1379;RALN;EQ;0FZEQF;2;0
R00054;C4430;RALN;OE;0OEESP;4;2
R00054;C4430;RALN;OP;0OP000;1;1
R00054;C4430;RALN;IR;0IR000;5;7
R00054;C4430;RALN;EQ;0FZEQF;2;1
R00018;C630;RALN;OE;0OEESP;21;29
R00018;C630;RALN;FP;0D0102;1;0
R00018;C630;RALN;RP;000096;2;2
R00018;C630;RALN;DI;0D0165;2;0
R00018;C630;RALN;EQ;0FZEQF;15;21
R00018;C630;RALN;IR;0IR000;44;43
R00018;C630;RALN;OP;0OP000;13;5
R00018;C630;RALN;DF;0D0098;1;0
R00018;C630;RALN;DI;0D0164;2;1
R00054;UC10784;RALN;DF;0D0095;1;0
R00054;UC10784;RALN;DI;0D0165;1;2
R00054;UC10784;RALN;IR;0IR000;84;142
